fecha,hora,p_marginal,comEnergia,cPerdidas,cCongestion
2023-01-04,11.5,3407.249074483776,3363.2754166666664,43.973458702064896,0.0
2023-01-05,11.5,3971.7907632743368,3931.5145833333336,40.27633849557522,0.0
2023-01-06,11.5,2829.0903982300883,2801.2833333333333,27.80730825958702,0.0
2023-01-07,11.5,1974.3135988200593,1956.4658333333332,17.847013274336284,0.0
2023-01-08,11.5,2209.5739491150443,2198.2341666666666,11.340199115044248,0.0
2023-01-09,11.5,2918.137400442478,2888.74875,29.38823377581121,0.0
2023-01-10,11.5,3503.274660766962,3473.6029166666663,29.672536873156343,0.0
2023-01-11,11.5,3666.131080383481,3636.627916666667,29.503064159292034,0.0
2023-01-12,11.5,3307.6035619469026,3281.775,25.82959808259587,0.0
2023-01-13,11.5,2995.6758812684366,2966.8083333333334,28.867278761061947,0.0
2023-01-14,11.5,3460.6103724188793,3430.355833333333,30.25471238938053,0.0
2023-01-15,11.5,2214.6653355457224,2206.997083333333,7.669229351032449,0.0
2023-01-16,11.5,3423.4035029498527,3401.222083333333,22.18158185840708,0.0
2023-01-17,11.5,3257.891924778761,3235.706666666667,22.184321533923303,0.0
2023-01-18,11.5,3921.494572271386,3885.0879166666664,36.40651179941003,0.0
2023-01-19,11.5,3978.311338495575,3940.2504166666668,38.06166666666667,0.0
2023-01-20,11.5,3450.076969026549,3406.7566666666667,43.437647492625366,-0.1162905604719764
2023-01-21,11.5,3574.676957964602,3480.414583333333,98.89307522123895,-4.630199115044248
2023-01-22,11.5,2394.3062758112096,2334.4075,59.899716076696166,0.0
2023-01-23,11.5,3372.9763421828907,3284.39875,94.21279867256636,-5.633702064896755
2023-01-24,11.5,3958.3638753687314,3846.5679166666664,119.44037979351032,-7.644078171091446
2023-01-25,11.5,3950.9466814159296,3853.9925,106.80433997050147,-9.84966814159292
2023-01-26,11.5,3910.8846607669616,3823.6425000000004,99.15355825958703,-11.911025073746313
2023-01-27,11.5,2735.9361725663716,2685.5920833333334,59.64289454277286,-9.29910766961652
2023-01-28,11.5,1893.9669727138642,1854.4204166666666,40.93565265486726,-1.3871976401179942
2023-01-29,11.5,1917.3551843657817,1870.5016666666668,46.8540191740413,0.0
2023-01-30,11.5,2723.6641777286136,2644.4529166666666,79.21201696165191,0.0
2023-01-31,11.5,2479.1861910029497,2413.445,66.0236209439528,-0.2824557522123894
2023-02-01,11.5,2906.9623746312686,2631.7391666666667,79.94811209439528,195.27591814159294
2023-02-02,11.5,3138.8926069321533,2903.7687499999997,90.69911504424779,144.42435103244839
2023-02-03,11.5,1904.102389380531,1861.6399999999999,46.84260324483776,-4.379660766961652
2023-02-04,11.5,1367.972901917404,1327.20125,40.77148967551622,0.0
2023-02-05,11.5,940.8697713864307,917.2654166666667,23.60518436578171,0.0
2023-02-06,11.5,962.1647050147493,937.21375,24.951913716814158,0.0
2023-02-07,11.5,1173.6456342182892,1141.3291666666667,32.39758849557522,-0.08107669616519174
2023-02-08,11.5,1279.2973561946903,1242.4275,38.33558997050147,-1.466674041297935
2023-02-09,11.5,1433.1332706489677,1391.1408333333334,43.74783923303835,-1.7549926253687316
2023-02-10,11.5,1396.1828945427728,1355.1537500000002,42.389708702064894,-1.3604129793510324
2023-02-11,11.5,1361.2622087020648,1322.4058333333335,39.05978244837758,-0.2033333333333333
2023-02-12,11.5,1152.0851364306784,1120.0308333333335,32.05461283185841,0.0
2023-02-13,11.5,1216.3349004424779,1192.315,25.156467551622416,-1.1361356932153392
2023-02-14,11.5,1425.7276806784662,1391.2629166666666,35.602839233038345,-1.1383259587020649
2023-02-15,11.5,1493.3598119469027,1449.4245833333334,44.21378687315634,-0.2781637168141593
2023-02-16,11.5,1954.9052654867257,1898.5791666666667,56.32647861356932,0.0
2023-02-17,11.5,1481.3600479351032,1467.1975,14.162205014749263,0.0
2023-02-18,11.5,1024.1080162241888,1015.0145833333332,9.093455014749264,0.0
2023-02-19,11.5,438.839395280236,436.90083333333337,1.9390781710914453,0.0
2023-02-20,11.5,712.9798230088496,708.7995833333333,4.180247050147493,0.0
2023-02-21,11.5,1014.2351143067846,1012.3287499999999,1.90632005899705,0.0
2023-02-22,11.5,944.2211209439529,940.4520833333332,3.7686651917404133,0.0
2023-02-23,11.5,951.7841002949853,946.8733333333333,4.912105457227138,0.0
2023-02-24,11.5,1376.4315560471975,1367.43375,8.99859144542773,0.0
2023-02-25,11.5,2002.3044174041297,2001.7591666666667,0.5452507374631268,0.0
2023-02-26,11.5,1809.3535545722714,1814.4275,-5.073311209439528,0.0
2023-02-27,11.5,1522.525372418879,1518.1366666666668,4.38832227138643,0.0
2023-02-28,11.5,996.507157079646,993.8041666666667,2.70287610619469,0.0
2023-03-01,11.5,1251.8193547197639,1247.6395833333333,4.179708702064897,0.0
2023-03-02,11.5,1483.4368584070796,1477.5770833333333,5.775501474926253,0.08441002949852507
2023-03-03,11.5,1957.9757337758112,1954.1295833333331,3.846098820058997,0.0
2023-03-04,11.5,1087.057389380531,1086.2170833333332,0.8405641592920354,0.0
2023-03-05,11.5,874.2934587020649,775.7658333333333,0.320151179941003,98.20780973451328
2023-03-06,11.5,1136.8729572271386,1132.12125,4.751666666666667,0.0
2023-03-07,11.5,1096.5969284660766,1093.2941666666666,3.4973967551622422,-0.19443952802359885
2023-03-08,11.5,1282.3976143067846,1275.76875,7.448355457227138,-0.8199262536873156
2023-03-09,11.5,1015.0581305309735,1006.3466666666667,8.71160766961652,0.0
2023-03-10,11.5,887.5320759587022,882.5529166666668,4.979008112094395,0.0
2023-03-11,11.5,766.9533443952802,766.1479166666667,0.8053650442477877,0.0
2023-03-12,11.0,649.1825009619084,650.8969565217391,-1.7133666794921123,0.0
2023-03-13,11.5,927.2095538348083,922.5191666666667,5.100158554572271,-0.41019174041297934
2023-03-14,11.5,772.6899188790561,765.43125,7.116098820058998,0.14323008849557523
2023-03-15,11.5,1614.6453871681415,1597.6054166666665,17.04093657817109,0.0
2023-03-16,11.5,1383.9356010324484,1370.395,13.541014011799412,0.0
2023-03-17,11.5,1164.2710140117995,1155.3829166666667,8.887323008849556,0.0
2023-03-18,11.5,620.3175516224188,615.005,4.876740412979351,0.4360619469026548
2023-03-19,11.5,656.4194542772861,655.5045833333334,0.9144616519174041,0.0
2023-03-20,11.5,449.85161135693215,449.52875,0.32293510324483776,0.0
2023-03-21,11.5,626.0614675516224,618.6229166666667,4.104339970501474,3.3343657817109142
2023-03-22,11.5,909.0743104719763,895.2299999999999,13.530320796460177,0.3139896755162242
2023-03-23,11.5,1010.6869505899704,997.6433333333334,13.043502949852508,0.0
2023-03-24,11.5,611.8984660766961,606.475,5.42415191740413,0.0
2023-03-25,11.5,474.2284550147493,471.63375,2.59497418879056,0.0
2023-03-26,11.5,417.6645759587021,413.0220833333334,4.642216076696165,0.0
2023-03-27,11.5,562.2208038348083,553.7054166666667,7.630530973451328,0.8863864306784661
2023-03-28,11.5,1042.2782005899705,1027.3733333333332,14.834026548672565,0.07092182890855457
2023-03-29,11.5,1098.9549410029497,1085.7395833333333,13.214531710914454,0.0
2023-03-30,11.5,1089.5056084070795,1082.5941666666665,10.956143067846607,-4.0446755162241885
2023-03-31,11.5,925.6970612094395,938.2225,9.642348820058997,-22.166474926253684
2023-04-01,11.5,784.4239786135694,778.7670833333334,5.656847345132744,0.0
2023-04-02,11.5,462.701371681416,458.4845833333333,4.216508112094395,0.0
2023-04-03,11.5,650.4603502949852,647.0920833333333,3.368668879056047,0.0
2023-04-04,11.5,701.0628171091446,693.3120833333334,7.7502802359882,0.0
2023-04-05,11.5,1028.941091445428,1019.3725000000001,10.053263274336283,-0.48352507374631265
2023-04-06,11.5,748.6423045722713,742.4358333333333,6.502868731563422,-0.2949852507374631
2023-04-07,11.5,743.6520759587021,735.8829166666667,8.001699852507375,-0.23203539823008848
2023-04-08,11.5,594.9577470501474,592.3166666666667,2.6414823008849555,0.0
2023-04-09,11.5,558.985272861357,555.02625,3.958897492625369,0.0
2023-04-10,11.5,852.7840560471976,840.9933333333333,11.791548672566371,0.0
2023-04-11,11.5,595.8475921828908,588.1079166666666,7.593285398230089,0.14700589970501476
2023-04-12,11.5,1077.761843657817,1063.0941666666665,14.668473451327435,0.0
2023-04-13,11.5,814.0992883480826,804.10375,9.995353982300886,0.0
2023-04-14,11.5,751.7760951327434,739.3895833333333,12.386707227138643,0.0
2023-04-15,11.5,490.42688053097345,475.4166666666667,15.010914454277286,0.0
2023-04-16,11.5,504.83260324483774,499.0891666666667,5.744011799410029,0.0
2023-04-17,11.5,705.0913569321534,693.78625,11.305394542772861,0.0
2023-04-18,11.5,1092.7437020648968,1076.4575,18.24428097345133,-1.958178466076696
2023-04-19,11.5,589.9948340707964,579.5612500000001,11.048510324483777,-0.6139159292035399
2023-04-20,11.5,664.5545058997051,650.3154166666667,13.861692477876108,0.37797935103244834
2023-04-21,11.5,1288.8200479351033,1265.6316666666667,23.189181415929202,0.0
2023-04-22,11.5,671.489970501475,661.5166666666667,9.973967551622419,0.0
2023-04-23,11.5,469.07244469026546,464.5845833333333,4.487765486725664,0.0
2023-04-24,11.5,566.69651179941,563.9154166666667,2.7813053097345133,0.0
2023-04-25,11.5,1003.0809918879056,989.5766666666666,13.47438053097345,0.03088495575221239
2023-04-26,11.5,1337.9683001474925,1315.3754166666665,22.593023598820057,0.0
2023-04-27,11.5,1381.6153982300884,1357.7620833333333,23.85358038348083,0.0
2023-04-28,11.5,1260.3528871681415,1238.9079166666668,21.44507005899705,0.0
2023-04-29,11.5,993.4491851032449,974.0979166666666,19.35151179941003,0.0
2023-04-30,11.5,741.1601843657817,727.8025,13.358115781710914,0.0
2023-05-01,11.5,646.256028761062,636.4808333333333,9.775792772861358,0.0
2023-05-02,11.5,476.24389749262536,471.51666666666665,4.727323008849558,0.0
2023-05-03,11.5,495.89460176991145,491.6470833333333,4.2489491150442475,0.0
2023-05-04,11.5,447.5558738938053,443.24583333333334,4.310848082595871,0.0
2023-05-05,11.5,320.0458849557522,316.5758333333333,3.4699078171091444,0.0
2023-05-06,11.5,334.2500848082596,331.46666666666664,2.783196902654867,0.0
2023-05-07,11.5,345.45564528023596,343.01,2.4453429203539825,0.0
2023-05-08,11.5,387.55181784660766,382.5541666666667,4.998318584070796,0.0
2023-05-09,11.5,374.59075221238936,372.02333333333337,2.56702802359882,0.0
2023-05-10,11.5,637.4427876106195,634.94625,2.548189528023599,-0.05225663716814159
2023-05-11,11.5,648.5556563421828,644.2408333333333,4.314428466076696,0.0
2023-05-12,11.5,396.53151179941,390.83,5.701640855457227,0.0
2023-05-13,11.5,564.7161541297935,545.98875,18.728746312684365,0.0
2023-05-14,11.5,601.4532337758112,580.8975,20.556202064896755,0.0
2023-05-15,11.5,805.830907079646,775.6404166666667,30.19100663716814,0.0
2023-05-16,11.5,864.9834550147492,835.9458333333333,29.037828171091444,0.0
2023-05-17,11.5,859.4595022123893,832.8616666666666,26.599476401179942,0.0
2023-05-18,11.5,756.6622640117994,735.9050000000001,20.758152654867256,0.0
2023-05-19,11.5,498.3495095870207,486.0870833333333,12.261556047197638,0.0
2023-05-20,11.5,393.3629092920354,385.8720833333333,7.490737463126844,0.0
2023-05-21,11.5,485.4810766961652,475.21833333333336,10.263882743362833,0.0
2023-05-22,11.5,600.1260435103245,583.4125,17.43174778761062,-0.7180530973451328
2023-05-23,11.5,640.6424483775811,622.02375,19.0222308259587,-0.40238938053097345
2023-05-24,11.5,642.2131120943952,626.4291666666667,15.783934365781711,0.0
2023-05-25,11.5,603.4208038348082,588.9429166666666,14.479723451327434,0.0
2023-05-26,11.5,360.6401696165192,354.04749999999996,7.151353244837758,-0.5572345132743363
2023-05-27,11.5,350.72140486725664,342.3575,8.364443215339232,0.0
2023-05-28,11.5,488.3060730088496,479.77875,8.52759587020649,0.0
2023-05-29,11.5,495.7759328908555,483.39874999999995,12.376091445427729,0.0
2023-05-30,11.5,492.7817182890856,480.84666666666664,11.935575221238938,0.0
2023-05-31,11.5,353.83306784660766,345.32041666666663,8.513071533923304,0.0
2023-06-01,11.5,22.122334070796466,74.45958333333336,1.557382005899705,-53.89421091445428
2023-06-02,11.5,280.96567477876107,280.08208333333334,0.8838790560471976,0.0
2023-06-03,11.5,-152.9281895280236,-153.98,1.052415191740413,0.0
2023-06-04,11.5,253.74339233038347,252.26,1.483580383480826,0.0
2023-06-05,11.5,186.94032079646018,187.55916666666667,-0.6190560471976401,0.0
2023-06-06,11.5,314.7974778761062,313.82416666666666,0.9735545722713863,0.0
2023-06-07,11.5,-157.5612684365782,-157.78,0.2185840707964602,0.0
2023-06-08,11.5,347.30492994100297,352.69208333333336,-2.377853982300885,-3.0095243362831856
2023-06-09,11.5,228.72858775811213,228.92541666666665,-0.19700589970501478,0.0
2023-06-10,11.5,26.06507005899705,25.79666666666666,0.26798303834808257,0.0
2023-06-11,11.5,-145.10157079646018,-144.39916666666667,-0.9086615044247788,0.2057743362831858
2023-06-12,11.5,111.30374631268437,114.46875,-3.1647529498525073,0.0
2023-06-13,11.5,274.154395280236,274.3054166666667,0.25281710914454275,-0.40269911504424777
2023-06-14,11.5,307.2181084070796,307.3804166666667,-0.1614491150442478,0.0
2023-06-15,11.5,346.7663016224189,345.59125,1.1746497050147493,0.0
2023-06-16,11.5,451.13138274336285,449.1041666666667,2.0261836283185843,0.0
2023-06-17,11.5,442.9375479351032,440.145,2.7923525073746314,0.0
2023-06-18,11.5,-234.86029498525073,-236.5666666666667,1.7065818584070795,0.0
2023-06-19,11.5,342.65350663716816,343.36541666666665,-0.7116002949852508,0.0
2023-06-20,11.5,68.17016592920353,67.52708333333334,0.8773783185840708,-0.23396755162241886
2023-06-21,11.5,489.9526548672567,488.00624999999997,2.270372418879056,-0.3241150442477876
2023-06-22,11.5,437.01437684365783,439.17333333333335,-2.049716076696165,-0.10898967551622418
2023-06-23,11.5,454.23758112094396,460.16416666666663,-3.5465376106194686,-2.379760324483776
2023-06-24,11.5,269.36903761061944,270.50416666666666,-1.1346718289085547,0.0
2023-06-25,11.5,230.16724557522122,230.73541666666665,-0.5681342182890855,0.0
2023-06-26,11.5,431.82011799410026,429.23375,2.5864896755162246,0.0
2023-06-27,11.5,232.25639011799407,225.00916666666666,7.247839233038348,0.0
2023-06-28,11.5,501.54272861356935,497.37791666666664,4.164811946902654,0.0
2023-06-29,11.5,556.2079056047198,551.4645833333333,4.743808997050147,0.0
2023-06-30,11.5,488.61137536873156,483.0245833333333,5.586500737463127,0.0
2023-07-01,11.5,513.1802986725663,508.2745833333333,4.905977138643068,0.0
2023-07-02,11.5,723.8421238938054,690.895,4.708897492625369,28.238237463126847
2023-07-03,11.5,617.5718694690265,609.9041666666667,7.668665191740413,0.0
2023-07-04,11.5,568.7553392330383,562.2866666666666,6.468421828908554,0.0
2023-07-05,11.5,589.397680678466,585.11375,4.284587020648967,0.0
2023-07-06,11.5,432.18752581120947,427.25750000000005,4.930143805309735,0.0
2023-07-07,11.5,567.7536209439528,563.1320833333333,4.622942477876106,0.0
2023-07-08,11.5,402.0861541297935,399.13291666666663,2.9530199115044247,0.0
2023-07-09,11.5,564.9269174041298,561.6145833333334,3.3121202064896753,0.0
2023-07-10,11.5,494.7149041297935,488.33750000000003,6.377883480825958,0.0
2023-07-11,11.5,596.9058812684366,588.2816666666666,8.624476401179942,0.0
2023-07-12,11.5,986.8826290560472,942.4266666666667,15.885903392330384,28.57019911504425
2023-07-13,11.5,1110.8258038348083,1093.8441666666665,16.981662979351032,0.0
2023-07-14,11.5,651.0159623893805,635.6483333333333,15.367488938053096,0.0
2023-07-15,11.5,754.0981821533924,736.29875,17.800081120943954,0.0
2023-07-16,11.5,474.33329277286134,457.31791666666663,17.01478982300885,0.0
2023-07-17,11.5,3305.5343362831854,3233.1925,93.75227138643068,-21.409918879056047
2023-07-18,11.5,1728.5462573746313,1546.1712499999999,32.3548377581121,150.02069321533924
2023-07-19,11.5,1778.4013569321535,1627.2020833333333,33.297979351032446,117.90151548672566
