7.000000	0.000379	-0.009695	0.009703
7.083333	0.000355	-0.009799	0.009805
7.166667	0.000332	-0.009904	0.009909
7.250000	0.000310	-0.010009	0.010014
7.333333	0.000290	-0.010115	0.010119
7.416667	0.000271	-0.010222	0.010226
7.500000	0.000253	-0.010329	0.010332
7.583333	0.000237	-0.010437	0.010440
7.666667	0.000222	-0.010545	0.010547
7.750000	0.000208	-0.010653	0.010655
7.833333	0.000196	-0.010762	0.010763
7.916667	0.000185	-0.010870	0.010872
8.000000	0.000175	-0.010978	0.010980
8.083333	0.000167	-0.011086	0.011088
8.166667	0.000159	-0.011194	0.011196
8.250000	0.000153	-0.011302	0.011303
8.333333	0.000148	-0.011409	0.011410
8.416667	0.000144	-0.011516	0.011517
8.500000	0.000141	-0.011622	0.011622
8.583333	0.000139	-0.011727	0.011728
8.666667	0.000139	-0.011831	0.011832
8.750000	0.000139	-0.011934	0.011935
8.833333	0.000140	-0.012037	0.012038
8.916667	0.000142	-0.012138	0.012139
9.000000	0.000145	-0.012238	0.012239
9.083333	0.000149	-0.012337	0.012338
9.166667	0.000154	-0.012434	0.012435
9.250000	0.000159	-0.012530	0.012531
9.333333	0.000166	-0.012625	0.012626
9.416667	0.000172	-0.012717	0.012719
9.500000	0.000180	-0.012808	0.012810
9.583333	0.000188	-0.012897	0.012899
9.666667	0.000197	-0.012985	0.012986
9.750000	0.000207	-0.013070	0.013071
9.833333	0.000217	-0.013153	0.013155
9.916667	0.000227	-0.013234	0.013236
10.000000	0.000238	-0.013312	0.013315
10.083333	0.000249	-0.013389	0.013391
10.166667	0.000261	-0.013463	0.013465
10.250000	0.000273	-0.013534	0.013537
10.333333	0.000285	-0.013603	0.013606
10.416667	0.000298	-0.013669	0.013672
10.500000	0.000310	-0.013733	0.013736
10.583333	0.000323	-0.013793	0.013797
10.666667	0.000336	-0.013851	0.013855
10.750000	0.000349	-0.013906	0.013910
10.833333	0.000363	-0.013958	0.013963
10.916667	0.000376	-0.014007	0.014012
11.000000	0.000389	-0.014053	0.014058
11.083333	0.000402	-0.014095	0.014101
11.166667	0.000415	-0.014135	0.014141
11.250000	0.000428	-0.014171	0.014177
11.333333	0.000441	-0.014204	0.014210
11.416667	0.000454	-0.014233	0.014240
11.500000	0.000466	-0.014259	0.014267
11.583333	0.000478	-0.014282	0.014290
11.666667	0.000490	-0.014301	0.014310
11.750000	0.000502	-0.014317	0.014326
11.833333	0.000513	-0.014329	0.014339
11.916667	0.000524	-0.014338	0.014348
12.000000	0.000534	-0.014344	0.014354
12.083333	0.000544	-0.014345	0.014356
12.166667	0.000553	-0.014344	0.014354
12.250000	0.000562	-0.014338	0.014349
12.333333	0.000571	-0.014329	0.014341
12.416667	0.000579	-0.014317	0.014329
12.500000	0.000586	-0.014301	0.014313
12.583333	0.000593	-0.014282	0.014294
12.666667	0.000599	-0.014259	0.014272
12.750000	0.000604	-0.014233	0.014246
12.833333	0.000608	-0.014203	0.014216
12.916667	0.000612	-0.014170	0.014183
13.000000	0.000615	-0.014133	0.014147
13.083333	0.000618	-0.014094	0.014107
13.166667	0.000620	-0.014051	0.014064
13.250000	0.000620	-0.014004	0.014018
13.333333	0.000620	-0.013955	0.013969
13.416667	0.000619	-0.013902	0.013916
13.500000	0.000618	-0.013847	0.013861
13.583333	0.000615	-0.013788	0.013802
13.666667	0.000612	-0.013727	0.013740
13.750000	0.000607	-0.013662	0.013676
13.833333	0.000602	-0.013595	0.013609
13.916667	0.000596	-0.013526	0.013539
14.000000	0.000589	-0.013453	0.013466
14.083333	0.000580	-0.013378	0.013391
14.166667	0.000571	-0.013301	0.013313
14.250000	0.000561	-0.013221	0.013233
14.333333	0.000550	-0.013139	0.013151
14.416667	0.000538	-0.013055	0.013066
14.500000	0.000525	-0.012969	0.012979
14.583333	0.000511	-0.012881	0.012891
14.666667	0.000497	-0.012790	0.012800
14.750000	0.000481	-0.012699	0.012708
14.833333	0.000464	-0.012605	0.012614
14.916667	0.000446	-0.012510	0.012518
15.000000	0.000427	-0.012413	0.012420
15.083333	0.000407	-0.012315	0.012322
15.166667	0.000387	-0.012216	0.012222
15.250000	0.000365	-0.012115	0.012121
15.333333	0.000343	-0.012013	0.012018
15.416667	0.000319	-0.011911	0.011915
15.500000	0.000295	-0.011807	0.011811
15.583333	0.000269	-0.011703	0.011706
15.666667	0.000243	-0.011598	0.011601
15.750000	0.000216	-0.011493	0.011495
15.833333	0.000189	-0.011387	0.011388
15.916667	0.000160	-0.011280	0.011281
16.000000	0.000131	-0.011174	0.011175
16.083333	0.000101	-0.011067	0.011068
16.166667	0.000070	-0.010960	0.010960
16.250000	0.000038	-0.010853	0.010854
16.333333	0.000006	-0.010747	0.010747
16.416667	-0.000027	-0.010640	0.010641
16.500000	-0.000060	-0.010534	0.010535
16.583333	-0.000094	-0.010429	0.010429
16.666667	-0.000128	-0.010324	0.010324
16.750000	-0.000163	-0.010219	0.010220
16.833333	-0.000199	-0.010115	0.010117
16.916667	-0.000234	-0.010012	0.010015
17.000000	-0.000270	-0.009910	0.009914
