Fecha,H
2022-01-31,24.21429677419355
2022-02-28,24.45042857142857
2022-03-31,28.036335483870968
2022-04-30,31.11684
2022-05-31,34.436438709677425
2022-06-30,31.374480000000002
2022-07-31,24.413574193548385
2022-08-31,24.01153548387097
2022-09-30,24.603
2022-10-31,27.894541935483872
2022-11-30,25.400160000000003
2022-12-31,23.17018064516129
