id	Y-M-D h:m:s	cenit	acimut	d	p1	p2	p3	r
1	2024-10-17 15:50:00	65.6611	62.4750	640.7995	12.3553	0.0000	-9.4353	15.5461
1	2024-10-17 15:55:00	66.6335	63.3006	640.7995	12.4131	0.0000	-9.3973	15.5690
1	2024-10-17 16:00:00	67.6129	64.1102	640.7995	12.4701	0.0000	-9.3628	15.5938
1	2024-10-17 16:05:00	68.5988	64.9046	640.7995	12.5262	0.0000	-9.3320	15.6202
1	2024-10-17 16:10:00	69.5909	65.6845	640.7995	12.5813	0.0000	-9.3048	15.6483
1	2024-10-17 16:15:00	70.5889	66.4504	640.7995	12.6352	0.0000	-9.2813	15.6778
1	2024-10-17 16:20:00	71.5924	67.2030	640.7995	12.6879	0.0000	-9.2617	15.7087
1	2024-10-17 16:25:00	72.6013	67.9431	640.7995	12.7392	0.0000	-9.2459	15.7408
1	2024-10-17 16:30:00	73.6151	68.6710	640.7995	12.7890	0.0000	-9.2339	15.7742
1	2024-10-17 16:35:00	74.6336	69.3876	640.7995	12.8372	0.0000	-9.2260	15.8086
1	2024-10-17 16:40:00	75.6565	70.0933	640.7995	12.8836	0.0000	-9.2219	15.8440
1	2024-10-17 16:45:00	76.6835	70.7886	640.7995	12.9281	0.0000	-9.2218	15.8802
1	2024-10-17 16:50:00	77.7142	71.4742	640.7995	12.9707	0.0000	-9.2258	15.9171
1	2024-10-17 16:55:00	78.7483	72.1505	640.7995	13.0110	0.0000	-9.2337	15.9546
1	2024-11-06 07:00:00	86.8188	-69.5548	640.7995	12.3580	0.0000	-11.0945	16.6075
1	2024-11-06 07:05:00	85.8277	-68.9235	640.7995	12.3482	0.0000	-11.2059	16.6749
1	2024-11-06 07:10:00	84.8326	-68.2844	640.7995	12.3360	0.0000	-11.3162	16.7401
1	2024-11-06 07:15:00	83.8366	-67.6371	640.7995	12.3214	0.0000	-11.4249	16.8032
1	2024-11-06 07:20:00	82.8417	-66.9812	640.7995	12.3047	0.0000	-11.5319	16.8639
1	2024-11-06 07:25:00	81.8490	-66.3162	640.7995	12.2860	0.0000	-11.6369	16.9222
1	2024-11-06 07:30:00	80.8596	-65.6417	640.7995	12.2653	0.0000	-11.7398	16.9782
1	2024-11-06 07:35:00	79.8742	-64.9573	640.7995	12.2427	0.0000	-11.8405	17.0318
1	2024-11-06 07:40:00	78.8932	-64.2626	640.7995	12.2184	0.0000	-11.9389	17.0830
1	2024-11-06 07:45:00	77.9171	-63.5570	640.7995	12.1925	0.0000	-12.0349	17.1317
1	2024-11-06 07:50:00	76.9464	-62.8402	640.7995	12.1651	0.0000	-12.1284	17.1781
1	2024-11-06 07:55:00	75.9815	-62.1117	640.7995	12.1364	0.0000	-12.2193	17.2221
1	2024-11-06 08:00:00	75.0227	-61.3709	640.7995	12.1063	0.0000	-12.3075	17.2638
1	2024-11-06 08:05:00	74.0703	-60.6174	640.7995	12.0751	0.0000	-12.3930	17.3031
1	2024-11-06 08:10:00	73.1247	-59.8507	640.7995	12.0429	0.0000	-12.4758	17.3400
1	2024-11-06 08:15:00	72.1863	-59.0702	640.7995	12.0097	0.0000	-12.5557	17.3746
1	2024-11-06 08:20:00	71.2554	-58.2755	640.7995	11.9757	0.0000	-12.6327	17.4069
1	2024-11-06 08:25:00	70.3324	-57.4660	640.7995	11.9409	0.0000	-12.7068	17.4369
1	2024-11-06 08:30:00	69.4176	-56.6411	640.7995	11.9055	0.0000	-12.7779	17.4647
1	2024-11-06 08:35:00	68.5113	-55.8004	640.7995	11.8696	0.0000	-12.8459	17.4902
1	2024-11-06 08:40:00	67.6141	-54.9432	640.7995	11.8333	0.0000	-12.9110	17.5134
1	2024-11-06 08:45:00	66.7263	-54.0691	640.7995	11.7967	0.0000	-12.9729	17.5345
1	2024-11-06 08:50:00	65.8482	-53.1773	640.7995	11.7599	0.0000	-13.0317	17.5533
1	2024-11-06 08:55:00	64.9803	-52.2674	640.7995	11.7229	0.0000	-13.0873	17.5700
1	2024-11-06 09:00:00	64.1232	-51.3388	640.7995	11.6859	0.0000	-13.1398	17.5845
1	2024-11-06 09:05:00	63.2771	-50.3908	640.7995	11.6490	0.0000	-13.1891	17.5969
1	2024-11-06 09:10:00	62.4426	-49.4230	640.7995	11.6123	0.0000	-13.2351	17.6072
1	2024-11-06 09:15:00	61.6202	-48.4347	640.7995	11.5758	0.0000	-13.2779	17.6154
1	2024-11-06 09:20:00	60.8104	-47.4253	640.7995	11.5396	0.0000	-13.3175	17.6215
1	2024-11-06 09:25:00	60.0138	-46.3944	640.7995	11.5038	0.0000	-13.3538	17.6256
1	2024-11-06 09:30:00	59.2308	-45.3413	640.7995	11.4686	0.0000	-13.3869	17.6277
1	2024-11-06 09:35:00	58.4620	-44.2655	640.7995	11.4339	0.0000	-13.4166	17.6278
1	2024-11-06 09:40:00	57.7081	-43.1665	640.7995	11.3999	0.0000	-13.4431	17.6260
1	2024-11-06 09:45:00	56.9696	-42.0439	640.7995	11.3666	0.0000	-13.4664	17.6222
1	2024-11-06 09:50:00	56.2472	-40.8971	640.7995	11.3342	0.0000	-13.4863	17.6166
1	2024-11-06 09:55:00	55.5414	-39.7258	640.7995	11.3026	0.0000	-13.5030	17.6091
1	2024-11-06 10:00:00	54.8530	-38.5295	640.7995	11.2719	0.0000	-13.5164	17.5997
1	2024-11-06 10:05:00	54.1826	-37.3080	640.7995	11.2423	0.0000	-13.5266	17.5885
1	2024-11-06 10:10:00	53.5310	-36.0609	640.7995	11.2137	0.0000	-13.5335	17.5756
1	2024-11-06 10:15:00	52.8987	-34.7882	640.7995	11.1863	0.0000	-13.5372	17.5610
1	2024-11-06 10:20:00	52.2866	-33.4895	640.7995	11.1600	0.0000	-13.5377	17.5447
1	2024-11-06 10:25:00	51.6953	-32.1649	640.7995	11.1350	0.0000	-13.5350	17.5267
1	2024-11-06 10:30:00	51.1256	-30.8143	640.7995	11.1113	0.0000	-13.5292	17.5071
1	2024-11-06 10:35:00	50.5783	-29.4380	640.7995	11.0890	0.0000	-13.5202	17.4860
1	2024-11-06 10:40:00	50.0540	-28.0360	640.7995	11.0680	0.0000	-13.5081	17.4634
1	2024-11-06 10:45:00	49.5535	-26.6088	640.7995	11.0485	0.0000	-13.4930	17.4393
1	2024-11-06 10:50:00	49.0776	-25.1568	640.7995	11.0304	0.0000	-13.4748	17.4138
1	2024-11-06 10:55:00	48.6269	-23.6805	640.7995	11.0139	0.0000	-13.4536	17.3870
1	2024-11-06 11:00:00	48.2023	-22.1806	640.7995	10.9989	0.0000	-13.4295	17.3588
1	2024-11-06 11:05:00	47.8043	-20.6579	640.7995	10.9855	0.0000	-13.4025	17.3294
1	2024-11-06 11:10:00	47.4336	-19.1134	640.7995	10.9737	0.0000	-13.3727	17.2989
1	2024-11-06 11:15:00	47.0910	-17.5482	640.7995	10.9636	0.0000	-13.3400	17.2672
1	2024-11-06 11:20:00	46.7771	-15.9635	640.7995	10.9551	0.0000	-13.3046	17.2345
1	2024-11-06 11:25:00	46.4923	-14.3607	640.7995	10.9484	0.0000	-13.2665	17.2008
1	2024-11-06 11:30:00	46.2373	-12.7411	640.7995	10.9433	0.0000	-13.2258	17.1662
1	2024-11-06 11:35:00	46.0126	-11.1065	640.7995	10.9400	0.0000	-13.1825	17.1308
1	2024-11-06 11:40:00	45.8186	-9.4586	640.7995	10.9384	0.0000	-13.1368	17.0946
1	2024-11-06 11:45:00	45.6557	-7.7991	640.7995	10.9386	0.0000	-13.0887	17.0577
1	2024-11-06 11:50:00	45.5243	-6.1300	640.7995	10.9405	0.0000	-13.0382	17.0202
1	2024-11-06 11:55:00	45.4245	-4.4533	640.7995	10.9442	0.0000	-12.9855	16.9823
1	2024-11-06 12:00:00	45.3567	-2.7711	640.7995	10.9496	0.0000	-12.9306	16.9439
1	2024-11-06 12:05:00	45.3210	-1.0854	640.7995	10.9569	0.0000	-12.8736	16.9051
1	2024-11-06 12:10:00	45.3174	0.6016	640.7995	10.9659	0.0000	-12.8147	16.8661
1	2024-11-06 12:15:00	45.3460	2.2878	640.7995	10.9767	0.0000	-12.7538	16.8270
1	2024-11-06 12:20:00	45.4066	3.9709	640.7995	10.9892	0.0000	-12.6912	16.7878
1	2024-11-06 12:25:00	45.4993	5.6490	640.7995	11.0035	0.0000	-12.6269	16.7486
1	2024-11-06 12:30:00	45.6237	7.3199	640.7995	11.0195	0.0000	-12.5610	16.7095
1	2024-11-06 12:35:00	45.7796	8.9816	640.7995	11.0372	0.0000	-12.4936	16.6707
1	2024-11-06 12:40:00	45.9667	10.6322	640.7995	11.0566	0.0000	-12.4249	16.6321
1	2024-11-06 12:45:00	46.1846	12.2698	640.7995	11.0778	0.0000	-12.3549	16.5940
1	2024-11-06 12:50:00	46.4328	13.8927	640.7995	11.1005	0.0000	-12.2838	16.5564
1	2024-11-06 12:55:00	46.7110	15.4993	640.7995	11.1249	0.0000	-12.2116	16.5193
1	2024-11-06 13:00:00	47.0185	17.0880	640.7995	11.1509	0.0000	-12.1386	16.4830
1	2024-11-06 13:05:00	47.3547	18.6574	640.7995	11.1785	0.0000	-12.0648	16.4474
1	2024-11-06 13:10:00	47.7191	20.2064	640.7995	11.2076	0.0000	-11.9903	16.4127
1	2024-11-06 13:15:00	48.1111	21.7338	640.7995	11.2382	0.0000	-11.9153	16.3790
1	2024-11-06 13:20:00	48.5299	23.2386	640.7995	11.2703	0.0000	-11.8399	16.3464
1	2024-11-06 13:25:00	48.9748	24.7200	640.7995	11.3038	0.0000	-11.7642	16.3148
1	2024-11-06 13:30:00	49.4451	26.1772	640.7995	11.3387	0.0000	-11.6884	16.2845
1	2024-11-06 13:35:00	49.9402	27.6097	640.7995	11.3750	0.0000	-11.6125	16.2555
1	2024-11-06 13:40:00	50.4592	29.0170	640.7995	11.4125	0.0000	-11.5368	16.2279
1	2024-11-06 13:45:00	51.0015	30.3987	640.7995	11.4513	0.0000	-11.4614	16.2017
1	2024-11-06 13:50:00	51.5662	31.7547	640.7995	11.4912	0.0000	-11.3863	16.1770
1	2024-11-06 13:55:00	52.1528	33.0847	640.7995	11.5323	0.0000	-11.3117	16.1539
1	2024-11-06 14:00:00	52.7603	34.3888	640.7995	11.5744	0.0000	-11.2378	16.1324
1	2024-11-06 14:05:00	53.3881	35.6669	640.7995	11.6176	0.0000	-11.1646	16.1126
1	2024-11-06 14:10:00	54.0355	36.9192	640.7995	11.6617	0.0000	-11.0924	16.0946
1	2024-11-06 14:15:00	54.7018	38.1460	640.7995	11.7067	0.0000	-11.0212	16.0783
1	2024-11-06 14:20:00	55.3862	39.3474	640.7995	11.7525	0.0000	-10.9511	16.0639
1	2024-11-06 14:25:00	56.0881	40.5237	640.7995	11.7991	0.0000	-10.8823	16.0513
1	2024-11-06 14:30:00	56.8069	41.6754	640.7995	11.8463	0.0000	-10.8150	16.0405
1	2024-11-06 14:35:00	57.5419	42.8029	640.7995	11.8942	0.0000	-10.7492	16.0317
1	2024-11-06 14:40:00	58.2924	43.9065	640.7995	11.9425	0.0000	-10.6850	16.0248
1	2024-11-06 14:45:00	59.0579	44.9869	640.7995	11.9914	0.0000	-10.6226	16.0198
1	2024-11-06 14:50:00	59.8377	46.0444	640.7995	12.0406	0.0000	-10.5621	16.0167
1	2024-11-06 14:55:00	60.6314	47.0796	640.7995	12.0901	0.0000	-10.5036	16.0155
1	2024-11-06 15:00:00	61.4383	48.0930	640.7995	12.1398	0.0000	-10.4472	16.0162
1	2024-11-06 15:05:00	62.2579	49.0853	640.7995	12.1896	0.0000	-10.3931	16.0188
1	2024-11-06 15:10:00	63.0897	50.0570	640.7995	12.2394	0.0000	-10.3412	16.0233
1	2024-11-06 15:15:00	63.9332	51.0086	640.7995	12.2892	0.0000	-10.2918	16.0295
1	2024-11-06 15:20:00	64.7880	51.9407	640.7995	12.3389	0.0000	-10.2449	16.0376
1	2024-11-06 15:25:00	65.6535	52.8540	640.7995	12.3883	0.0000	-10.2006	16.0475
1	2024-11-06 15:30:00	66.5293	53.7489	640.7995	12.4373	0.0000	-10.1590	16.0591
1	2024-11-06 15:35:00	67.4150	54.6261	640.7995	12.4860	0.0000	-10.1203	16.0723
1	2024-11-06 15:40:00	68.3102	55.4862	640.7995	12.5341	0.0000	-10.0844	16.0872
1	2024-11-06 15:45:00	69.2145	56.3296	640.7995	12.5815	0.0000	-10.0514	16.1036
1	2024-11-06 15:50:00	70.1274	57.1571	640.7995	12.6282	0.0000	-10.0214	16.1215
1	2024-11-06 15:55:00	71.0487	57.9690	640.7995	12.6741	0.0000	-9.9946	16.1408
1	2024-11-06 16:00:00	71.9779	58.7660	640.7995	12.7190	0.0000	-9.9709	16.1614
1	2024-11-06 16:05:00	72.9146	59.5486	640.7995	12.7629	0.0000	-9.9504	16.1834
1	2024-11-06 16:10:00	73.8586	60.3173	640.7995	12.8056	0.0000	-9.9332	16.2065
1	2024-11-06 16:15:00	74.8095	61.0726	640.7995	12.8470	0.0000	-9.9192	16.2307
1	2024-11-06 16:20:00	75.7670	61.8150	640.7995	12.8870	0.0000	-9.9086	16.2560
1	2024-11-06 16:25:00	76.7306	62.5451	640.7995	12.9256	0.0000	-9.9014	16.2822
1	2024-11-06 16:30:00	77.7001	63.2633	640.7995	12.9625	0.0000	-9.8976	16.3092
1	2024-11-06 16:35:00	78.6750	63.9701	640.7995	12.9977	0.0000	-9.8972	16.3370
1	2024-11-06 16:40:00	79.6550	64.6660	640.7995	13.0311	0.0000	-9.9003	16.3654
1	2024-11-06 16:45:00	80.6395	65.3513	640.7995	13.0625	0.0000	-9.9068	16.3943
1	2024-11-06 16:50:00	81.6282	66.0266	640.7995	13.0919	0.0000	-9.9167	16.4237
1	2024-11-06 16:55:00	82.6202	66.6923	640.7995	13.1191	0.0000	-9.9300	16.4535
1	2024-12-21 07:00:00	93.6546	-65.1392	640.7995	12.4000	0.0000	-10.8442	16.4729
1	2024-12-21 07:05:00	92.6656	-64.5584	640.7995	12.4085	0.0000	-10.9468	16.5470
1	2024-12-21 07:10:00	91.6814	-63.9700	640.7995	12.4144	0.0000	-11.0484	16.6188
1	2024-12-21 07:15:00	90.2395	-63.3737	640.7995	12.4172	0.0000	-11.1804	16.7090
1	2024-12-21 07:20:00	89.3821	-62.7692	640.7995	12.4178	0.0000	-11.2715	16.7704
1	2024-12-21 07:25:00	88.4952	-62.1561	640.7995	12.4164	0.0000	-11.3636	16.8315
1	2024-12-21 07:30:00	87.5868	-61.5342	640.7995	12.4131	0.0000	-11.4561	16.8916
1	2024-12-21 07:35:00	86.6670	-60.9031	640.7995	12.4077	0.0000	-11.5482	16.9503
1	2024-12-21 07:40:00	85.7423	-60.2626	640.7995	12.4004	0.0000	-11.6394	17.0072
1	2024-12-21 07:45:00	84.8168	-59.6123	640.7995	12.3913	0.0000	-11.7293	17.0622
1	2024-12-21 07:50:00	83.8930	-58.9518	640.7995	12.3804	0.0000	-11.8177	17.1152
1	2024-12-21 07:55:00	82.9724	-58.2809	640.7995	12.3678	0.0000	-11.9043	17.1661
1	2024-12-21 08:00:00	82.0562	-57.5993	640.7995	12.3537	0.0000	-11.9892	17.2149
1	2024-12-21 08:05:00	81.1453	-56.9064	640.7995	12.3380	0.0000	-12.0721	17.2616
1	2024-12-21 08:10:00	80.2403	-56.2022	640.7995	12.3210	0.0000	-12.1529	17.3061
1	2024-12-21 08:15:00	79.3418	-55.4860	640.7995	12.3027	0.0000	-12.2315	17.3484
1	2024-12-21 08:20:00	78.4503	-54.7577	640.7995	12.2832	0.0000	-12.3080	17.3886
1	2024-12-21 08:25:00	77.5662	-54.0169	640.7995	12.2626	0.0000	-12.3821	17.4267
1	2024-12-21 08:30:00	76.6900	-53.2631	640.7995	12.2410	0.0000	-12.4539	17.4626
1	2024-12-21 08:35:00	75.8220	-52.4960	640.7995	12.2185	0.0000	-12.5232	17.4964
1	2024-12-21 08:40:00	74.9627	-51.7153	640.7995	12.1951	0.0000	-12.5901	17.5281
1	2024-12-21 08:45:00	74.1123	-50.9206	640.7995	12.1711	0.0000	-12.6545	17.5576
1	2024-12-21 08:50:00	73.2713	-50.1115	640.7995	12.1463	0.0000	-12.7163	17.5852
1	2024-12-21 08:55:00	72.4401	-49.2876	640.7995	12.1211	0.0000	-12.7755	17.6106
1	2024-12-21 09:00:00	71.6190	-48.4486	640.7995	12.0954	0.0000	-12.8320	17.6340
1	2024-12-21 09:05:00	70.8085	-47.5942	640.7995	12.0693	0.0000	-12.8859	17.6554
1	2024-12-21 09:10:00	70.0089	-46.7238	640.7995	12.0429	0.0000	-12.9371	17.6748
1	2024-12-21 09:15:00	69.2206	-45.8373	640.7995	12.0163	0.0000	-12.9855	17.6922
1	2024-12-21 09:20:00	68.4441	-44.9343	640.7995	11.9896	0.0000	-13.0311	17.7076
1	2024-12-21 09:25:00	67.6799	-44.0144	640.7995	11.9628	0.0000	-13.0740	17.7211
1	2024-12-21 09:30:00	66.9282	-43.0772	640.7995	11.9361	0.0000	-13.1141	17.7327
1	2024-12-21 09:35:00	66.1897	-42.1226	640.7995	11.9095	0.0000	-13.1513	17.7425
1	2024-12-21 09:40:00	65.4647	-41.1501	640.7995	11.8831	0.0000	-13.1858	17.7503
1	2024-12-21 09:45:00	64.7538	-40.1596	640.7995	11.8570	0.0000	-13.2174	17.7563
1	2024-12-21 09:50:00	64.0573	-39.1507	640.7995	11.8312	0.0000	-13.2461	17.7605
1	2024-12-21 09:55:00	63.3759	-38.1233	640.7995	11.8058	0.0000	-13.2720	17.7630
1	2024-12-21 10:00:00	62.7099	-37.0771	640.7995	11.7809	0.0000	-13.2950	17.7637
1	2024-12-21 10:05:00	62.0600	-36.0119	640.7995	11.7566	0.0000	-13.3152	17.7626
1	2024-12-21 10:10:00	61.4266	-34.9277	640.7995	11.7328	0.0000	-13.3325	17.7599
1	2024-12-21 10:15:00	60.8103	-33.8243	640.7995	11.7097	0.0000	-13.3470	17.7556
1	2024-12-21 10:20:00	60.2115	-32.7017	640.7995	11.6874	0.0000	-13.3587	17.7496
1	2024-12-21 10:25:00	59.6309	-31.5599	640.7995	11.6658	0.0000	-13.3676	17.7421
1	2024-12-21 10:30:00	59.0690	-30.3988	640.7995	11.6451	0.0000	-13.3736	17.7331
1	2024-12-21 10:35:00	58.5263	-29.2187	640.7995	11.6253	0.0000	-13.3769	17.7225
1	2024-12-21 10:40:00	58.0033	-28.0195	640.7995	11.6064	0.0000	-13.3774	17.7105
1	2024-12-21 10:45:00	57.5007	-26.8017	640.7995	11.5885	0.0000	-13.3751	17.6971
1	2024-12-21 10:50:00	57.0190	-25.5653	640.7995	11.5716	0.0000	-13.3702	17.6823
1	2024-12-21 10:55:00	56.5586	-24.3107	640.7995	11.5558	0.0000	-13.3626	17.6662
1	2024-12-21 11:00:00	56.1202	-23.0384	640.7995	11.5412	0.0000	-13.3523	17.6489
1	2024-12-21 11:05:00	55.7042	-21.7488	640.7995	11.5277	0.0000	-13.3394	17.6303
1	2024-12-21 11:10:00	55.3112	-20.4425	640.7995	11.5154	0.0000	-13.3239	17.6105
1	2024-12-21 11:15:00	54.9416	-19.1200	640.7995	11.5043	0.0000	-13.3059	17.5897
1	2024-12-21 11:20:00	54.5961	-17.7821	640.7995	11.4945	0.0000	-13.2854	17.5678
1	2024-12-21 11:25:00	54.2749	-16.4295	640.7995	11.4860	0.0000	-13.2625	17.5448
1	2024-12-21 11:30:00	53.9785	-15.0630	640.7995	11.4788	0.0000	-13.2371	17.5210
1	2024-12-21 11:35:00	53.7075	-13.6837	640.7995	11.4729	0.0000	-13.2095	17.4962
1	2024-12-21 11:40:00	53.4620	-12.2923	640.7995	11.4684	0.0000	-13.1795	17.4707
1	2024-12-21 11:45:00	53.2426	-10.8901	640.7995	11.4653	0.0000	-13.1473	17.4443
1	2024-12-21 11:50:00	53.0495	-9.4781	640.7995	11.4636	0.0000	-13.1129	17.4173
1	2024-12-21 11:55:00	52.8831	-8.0574	640.7995	11.4633	0.0000	-13.0765	17.3897
1	2024-12-21 12:00:00	52.7435	-6.6294	640.7995	11.4644	0.0000	-13.0380	17.3615
1	2024-12-21 12:05:00	52.6310	-5.1951	640.7995	11.4669	0.0000	-12.9975	17.3328
1	2024-12-21 12:10:00	52.5458	-3.7560	640.7995	11.4708	0.0000	-12.9552	17.3037
1	2024-12-21 12:15:00	52.4879	-2.3134	640.7995	11.4762	0.0000	-12.9111	17.2743
1	2024-12-21 12:20:00	52.4576	-0.8685	640.7995	11.4831	0.0000	-12.8652	17.2445
1	2024-12-21 12:25:00	52.4548	0.5771	640.7995	11.4913	0.0000	-12.8177	17.2146
1	2024-12-21 12:30:00	52.4796	2.0222	640.7995	11.5011	0.0000	-12.7686	17.1846
1	2024-12-21 12:35:00	52.5319	3.4654	640.7995	11.5122	0.0000	-12.7180	17.1545
1	2024-12-21 12:40:00	52.6115	4.9054	640.7995	11.5247	0.0000	-12.6660	17.1245
1	2024-12-21 12:45:00	52.7185	6.3407	640.7995	11.5387	0.0000	-12.6128	17.0946
1	2024-12-21 12:50:00	52.8526	7.7701	640.7995	11.5540	0.0000	-12.5583	17.0648
1	2024-12-21 12:55:00	53.0137	9.1924	640.7995	11.5708	0.0000	-12.5028	17.0353
1	2024-12-21 13:00:00	53.2014	10.6063	640.7995	11.5888	0.0000	-12.4462	17.0061
1	2024-12-21 13:05:00	53.4155	12.0106	640.7995	11.6082	0.0000	-12.3887	16.9774
1	2024-12-21 13:10:00	53.6557	13.4042	640.7995	11.6290	0.0000	-12.3305	16.9491
1	2024-12-21 13:15:00	53.9216	14.7860	640.7995	11.6510	0.0000	-12.2715	16.9214
1	2024-12-21 13:20:00	54.2129	16.1552	640.7995	11.6743	0.0000	-12.2119	16.8944
1	2024-12-21 13:25:00	54.5291	17.5106	640.7995	11.6988	0.0000	-12.1519	16.8680
1	2024-12-21 13:30:00	54.8697	18.8516	640.7995	11.7245	0.0000	-12.0914	16.8424
1	2024-12-21 13:35:00	55.2345	20.1773	640.7995	11.7513	0.0000	-12.0307	16.8176
1	2024-12-21 13:40:00	55.6228	21.4869	640.7995	11.7793	0.0000	-11.9698	16.7937
1	2024-12-21 13:45:00	56.0341	22.7800	640.7995	11.8084	0.0000	-11.9089	16.7708
1	2024-12-21 13:50:00	56.4681	24.0558	640.7995	11.8385	0.0000	-11.8481	16.7489
1	2024-12-21 13:55:00	56.9240	25.3140	640.7995	11.8696	0.0000	-11.7874	16.7281
1	2024-12-21 14:00:00	57.4015	26.5541	640.7995	11.9016	0.0000	-11.7270	16.7084
1	2024-12-21 14:05:00	57.9000	27.7758	640.7995	11.9345	0.0000	-11.6670	16.6899
1	2024-12-21 14:10:00	58.4188	28.9787	640.7995	11.9683	0.0000	-11.6075	16.6726
1	2024-12-21 14:15:00	58.9576	30.1627	640.7995	12.0029	0.0000	-11.5486	16.6565
1	2024-12-21 14:20:00	59.5157	31.3277	640.7995	12.0383	0.0000	-11.4904	16.6418
1	2024-12-21 14:25:00	60.0925	32.4734	640.7995	12.0743	0.0000	-11.4331	16.6284
1	2024-12-21 14:30:00	60.6877	33.5999	640.7995	12.1110	0.0000	-11.3767	16.6164
1	2024-12-21 14:35:00	61.3005	34.7072	640.7995	12.1482	0.0000	-11.3214	16.6058
1	2024-12-21 14:40:00	61.9305	35.7953	640.7995	12.1859	0.0000	-11.2672	16.5966
1	2024-12-21 14:45:00	62.5771	36.8643	640.7995	12.2240	0.0000	-11.2143	16.5888
1	2024-12-21 14:50:00	63.2398	37.9143	640.7995	12.2626	0.0000	-11.1628	16.5825
1	2024-12-21 14:55:00	63.9182	38.9455	640.7995	12.3014	0.0000	-11.1127	16.5776
1	2024-12-21 15:00:00	64.6116	39.9582	640.7995	12.3404	0.0000	-11.0642	16.5742
1	2024-12-21 15:05:00	65.3197	40.9524	640.7995	12.3796	0.0000	-11.0174	16.5722
1	2024-12-21 15:10:00	66.0419	41.9285	640.7995	12.4189	0.0000	-10.9723	16.5717
1	2024-12-21 15:15:00	66.7777	42.8867	640.7995	12.4582	0.0000	-10.9291	16.5726
1	2024-12-21 15:20:00	67.5267	43.8274	640.7995	12.4974	0.0000	-10.8878	16.5749
1	2024-12-21 15:25:00	68.2885	44.7508	640.7995	12.5365	0.0000	-10.8485	16.5787
1	2024-12-21 15:30:00	69.0625	45.6572	640.7995	12.5753	0.0000	-10.8113	16.5838
1	2024-12-21 15:35:00	69.8484	46.5471	640.7995	12.6138	0.0000	-10.7763	16.5903
1	2024-12-21 15:40:00	70.6457	47.4207	640.7995	12.6519	0.0000	-10.7436	16.5981
1	2024-12-21 15:45:00	71.4541	48.2783	640.7995	12.6895	0.0000	-10.7132	16.6071
1	2024-12-21 15:50:00	72.2731	49.1204	640.7995	12.7265	0.0000	-10.6852	16.6174
1	2024-12-21 15:55:00	73.1023	49.9473	640.7995	12.7629	0.0000	-10.6597	16.6289
1	2024-12-21 16:00:00	73.9413	50.7594	640.7995	12.7985	0.0000	-10.6367	16.6416
1	2024-12-21 16:05:00	74.7898	51.5570	640.7995	12.8333	0.0000	-10.6163	16.6553
1	2024-12-21 16:10:00	75.6474	52.3405	640.7995	12.8671	0.0000	-10.5985	16.6701
1	2024-12-21 16:15:00	76.5137	53.1103	640.7995	12.8999	0.0000	-10.5834	16.6858
1	2024-12-21 16:20:00	77.3883	53.8668	640.7995	12.9316	0.0000	-10.5711	16.7025
1	2024-12-21 16:25:00	78.2708	54.6102	640.7995	12.9621	0.0000	-10.5615	16.7200
1	2024-12-21 16:30:00	79.1608	55.3411	640.7995	12.9912	0.0000	-10.5546	16.7383
1	2024-12-21 16:35:00	80.0579	56.0597	640.7995	13.0189	0.0000	-10.5506	16.7573
1	2024-12-21 16:40:00	80.9616	56.7663	640.7995	13.0451	0.0000	-10.5495	16.7770
1	2024-12-21 16:45:00	81.8714	57.4615	640.7995	13.0697	0.0000	-10.5511	16.7972
1	2024-12-21 16:50:00	82.7866	58.1454	640.7995	13.0927	0.0000	-10.5556	16.8178
1	2024-12-21 16:55:00	83.7064	58.8184	640.7995	13.1138	0.0000	-10.5629	16.8388
