"alpha"	"gamma"	"alphaM"	"gammaM"	"a"	"b"
36.1813	34.53	36.18	34.5	36.18	34.56
36.1791	34.5338	36.18	34.56	36.18	34.56
36.1769	34.5377	36.18	34.56	36.18	34.56
36.1747	34.5416	36.18	34.56	36.18	34.56
36.1725	34.5455	36.18	34.56	36.18	34.56
36.1703	34.5493	36.18	34.56	36.18	34.56
36.1682	34.5532	36.18	34.56	36.18	34.56
36.166	34.5571	36.18	34.56	36.18	34.56
36.1638	34.561	36.18	34.56	36.18	34.56
36.1616	34.5648	36.18	34.56	36.18	34.56
36.1594	34.5687	36.18	34.56	36.18	34.56
36.1572	34.5726	36.18	34.56	36.18	34.56
36.155	34.5765	36.18	34.56	36.18	34.56
36.1528	34.5803	36.18	34.56	36.18	34.56
36.1506	34.5842	36.18	34.56	36.18	34.56
36.1484	34.5881	36.12	34.56	36.12	34.56
36.1462	34.592	36.12	34.62	36.12	34.62
36.144	34.5958	36.12	34.62	36.12	34.62
36.1418	34.5997	36.12	34.62	36.12	34.62
36.1396	34.6036	36.12	34.62	36.12	34.62
36.1375	34.6075	36.12	34.62	36.12	34.62
36.1353	34.6113	36.12	34.62	36.12	34.62
36.1331	34.6152	36.12	34.62	36.12	34.62
36.1309	34.6191	36.12	34.62	36.12	34.62
36.1287	34.6229	36.12	34.62	36.12	34.62
36.1265	34.6268	36.12	34.62	36.12	34.62
36.1243	34.6307	36.12	34.62	36.12	34.62
36.1221	34.6346	36.12	34.62	36.12	34.62
36.1199	34.6384	36.12	34.62	36.12	34.62
36.1177	34.6423	36.12	34.62	36.12	34.62
36.1155	34.6462	36.12	34.62	36.12	34.62
36.1133	34.65	36.12	34.62	36.12	34.68
36.1111	34.6539	36.12	34.68	36.12	34.68
36.1089	34.6578	36.12	34.68	36.12	34.68
36.1067	34.6616	36.12	34.68	36.12	34.68
36.1045	34.6655	36.12	34.68	36.12	34.68
36.1023	34.6694	36.12	34.68	36.12	34.68
36.1001	34.6732	36.12	34.68	36.12	34.68
36.0979	34.6771	36.12	34.68	36.12	34.68
36.0957	34.681	36.12	34.68	36.12	34.68
36.0935	34.6848	36.12	34.68	36.12	34.68
36.0913	34.6887	36.12	34.68	36.12	34.68
36.0891	34.6926	36.06	34.68	36.06	34.68
36.0869	34.6964	36.06	34.68	36.06	34.68
36.0847	34.7003	36.06	34.68	36.06	34.68
36.0825	34.7042	36.06	34.68	36.06	34.68
36.0803	34.708	36.06	34.68	36.06	34.68
36.0781	34.7119	36.06	34.74	36.06	34.74
36.0759	34.7158	36.06	34.74	36.06	34.74
36.0737	34.7196	36.06	34.74	36.06	34.74
36.0715	34.7235	36.06	34.74	36.06	34.74
36.0693	34.7274	36.06	34.74	36.06	34.74
36.0671	34.7312	36.06	34.74	36.06	34.74
36.0649	34.7351	36.06	34.74	36.06	34.74
36.0627	34.7389	36.06	34.74	36.06	34.74
36.0605	34.7428	36.06	34.74	36.06	34.74
36.0583	34.7467	36.06	34.74	36.06	34.74
36.0561	34.7505	36.06	34.74	36.06	34.74
36.0539	34.7544	36.06	34.74	36.06	34.74
36.0517	34.7582	36.06	34.74	36.06	34.74
36.0495	34.7621	36.06	34.74	36.06	34.74
36.0473	34.766	36.06	34.74	36.06	34.74
36.0451	34.7698	36.06	34.74	36.06	34.74
36.0429	34.7737	36.06	34.8	36.06	34.8
36.0407	34.7775	36.06	34.8	36.06	34.8
36.0385	34.7814	36.06	34.8	36.06	34.8
36.0363	34.7853	36.06	34.8	36.06	34.8
36.0341	34.7891	36.06	34.8	36.06	34.8
36.0319	34.793	36.06	34.8	36.06	34.8
36.0297	34.7968	36	34.8	36	34.8
36.0275	34.8007	36	34.8	36	34.8
36.0253	34.8046	36	34.8	36	34.8
36.0231	34.8084	36	34.8	36	34.8
36.0209	34.8123	36	34.8	36	34.8
36.0186	34.8161	36	34.8	36	34.8
36.0164	34.82	36	34.8	36	34.8
36.0142	34.8238	36	34.8	36	34.8
36.012	34.8277	36	34.8	36	34.8
36.0098	34.8315	36	34.86	36	34.86
36.0076	34.8354	36	34.86	36	34.86
36.0054	34.8393	36	34.86	36	34.86
36.0032	34.8431	36	34.86	36	34.86
36.001	34.847	36	34.86	36	34.86
35.9988	34.8508	36	34.86	36	34.86
35.9966	34.8547	36	34.86	36	34.86
35.9944	34.8585	36	34.86	36	34.86
35.9922	34.8624	36	34.86	36	34.86
35.99	34.8662	36	34.86	36	34.86
35.9877	34.8701	36	34.86	36	34.86
35.9855	34.8739	36	34.86	36	34.86
35.9833	34.8778	36	34.86	36	34.86
35.9811	34.8816	36	34.86	36	34.86
35.9789	34.8855	36	34.86	36	34.86
35.9767	34.8893	36	34.86	36	34.86
35.9745	34.8932	36	34.92	36	34.92
35.9723	34.897	36	34.92	36	34.92
35.9701	34.9009	36	34.92	36	34.92
35.9679	34.9047	35.94	34.92	35.94	34.92
35.9656	34.9086	35.94	34.92	35.94	34.92
35.9634	34.9124	35.94	34.92	35.94	34.92
35.9612	34.9163	35.94	34.92	35.94	34.92
35.959	34.9201	35.94	34.92	35.94	34.92
35.9568	34.924	35.94	34.92	35.94	34.92
35.9546	34.9278	35.94	34.92	35.94	34.92
35.9524	34.9317	35.94	34.92	35.94	34.92
35.9502	34.9355	35.94	34.92	35.94	34.92
35.9479	34.9394	35.94	34.92	35.94	34.92
35.9457	34.9432	35.94	34.92	35.94	34.92
35.9435	34.9471	35.94	34.92	35.94	34.92
35.9413	34.9509	35.94	34.98	35.94	34.98
35.9391	34.9548	35.94	34.98	35.94	34.98
35.9369	34.9586	35.94	34.98	35.94	34.98
35.9347	34.9624	35.94	34.98	35.94	34.98
35.9325	34.9663	35.94	34.98	35.94	34.98
35.9302	34.9701	35.94	34.98	35.94	34.98
35.928	34.974	35.94	34.98	35.94	34.98
35.9258	34.9778	35.94	34.98	35.94	34.98
35.9236	34.9817	35.94	34.98	35.94	34.98
35.9214	34.9855	35.94	34.98	35.94	34.98
35.9192	34.9894	35.94	34.98	35.94	34.98
35.9169	34.9932	35.94	34.98	35.94	34.98
35.9147	34.997	35.94	34.98	35.94	34.98
35.9125	35.0009	35.94	34.98	35.94	34.98
35.9103	35.0047	35.94	34.98	35.94	34.98
35.9081	35.0086	35.88	34.98	35.88	34.98
35.9059	35.0124	35.88	35.04	35.88	35.04
35.9037	35.0162	35.88	35.04	35.88	35.04
35.9014	35.0201	35.88	35.04	35.88	35.04
35.8992	35.0239	35.88	35.04	35.88	35.04
35.897	35.0278	35.88	35.04	35.88	35.04
35.8948	35.0316	35.88	35.04	35.88	35.04
35.8926	35.0354	35.88	35.04	35.88	35.04
35.8903	35.0393	35.88	35.04	35.88	35.04
35.8881	35.0431	35.88	35.04	35.88	35.04
35.8859	35.047	35.88	35.04	35.88	35.04
35.8837	35.0508	35.88	35.04	35.88	35.04
35.8815	35.0546	35.88	35.04	35.88	35.04
35.8793	35.0585	35.88	35.04	35.88	35.04
35.877	35.0623	35.88	35.04	35.88	35.04
35.8748	35.0662	35.88	35.04	35.88	35.04
35.8726	35.07	35.88	35.04	35.88	35.04
35.8704	35.0738	35.88	35.1	35.88	35.1
35.8682	35.0777	35.88	35.1	35.88	35.1
35.8659	35.0815	35.88	35.1	35.88	35.1
35.8637	35.0853	35.88	35.1	35.88	35.1
35.8615	35.0892	35.88	35.1	35.88	35.1
35.8593	35.093	35.88	35.1	35.88	35.1
35.857	35.0968	35.88	35.1	35.88	35.1
35.8548	35.1007	35.88	35.1	35.88	35.1
35.8526	35.1045	35.88	35.1	35.88	35.1
35.8504	35.1083	35.88	35.1	35.88	35.1
35.8482	35.1122	35.82	35.1	35.82	35.1
35.8459	35.116	35.82	35.1	35.82	35.1
35.8437	35.1198	35.82	35.1	35.82	35.1
35.8415	35.1237	35.82	35.1	35.82	35.1
35.8393	35.1275	35.82	35.1	35.82	35.1
35.837	35.1313	35.82	35.16	35.82	35.16
35.8348	35.1352	35.82	35.16	35.82	35.16
35.8326	35.139	35.82	35.16	35.82	35.16
35.8304	35.1428	35.82	35.16	35.82	35.16
35.8282	35.1467	35.82	35.16	35.82	35.16
35.8259	35.1505	35.82	35.16	35.82	35.16
35.8237	35.1543	35.82	35.16	35.82	35.16
35.8215	35.1582	35.82	35.16	35.82	35.16
35.8193	35.162	35.82	35.16	35.82	35.16
35.817	35.1658	35.82	35.16	35.82	35.16
35.8148	35.1696	35.82	35.16	35.82	35.16
35.8126	35.1735	35.82	35.16	35.82	35.16
35.8104	35.1773	35.82	35.16	35.82	35.16
35.8081	35.1811	35.82	35.16	35.82	35.16
35.8059	35.185	35.82	35.16	35.82	35.16
35.8037	35.1888	35.82	35.16	35.82	35.16
35.8014	35.1926	35.82	35.22	35.82	35.22
35.7992	35.1964	35.82	35.22	35.82	35.22
35.797	35.2003	35.82	35.22	35.82	35.22
35.7948	35.2041	35.82	35.22	35.82	35.22
35.7925	35.2079	35.82	35.22	35.82	35.22
35.7903	35.2117	35.82	35.22	35.82	35.22
35.7881	35.2156	35.76	35.22	35.76	35.22
35.7859	35.2194	35.76	35.22	35.76	35.22
35.7836	35.2232	35.76	35.22	35.76	35.22
35.7814	35.227	35.76	35.22	35.76	35.22
35.7792	35.2309	35.76	35.22	35.76	35.22
35.7769	35.2347	35.76	35.22	35.76	35.22
35.7747	35.2385	35.76	35.22	35.76	35.22
35.7725	35.2423	35.76	35.22	35.76	35.22
35.7703	35.2462	35.76	35.22	35.76	35.22
35.768	35.25	35.76	35.22	35.76	35.28
35.7658	35.2538	35.76	35.28	35.76	35.28
35.7636	35.2576	35.76	35.28	35.76	35.28
35.7613	35.2615	35.76	35.28	35.76	35.28
35.7591	35.2653	35.76	35.28	35.76	35.28
35.7569	35.2691	35.76	35.28	35.76	35.28
35.7546	35.2729	35.76	35.28	35.76	35.28
35.7524	35.2767	35.76	35.28	35.76	35.28
35.7502	35.2806	35.76	35.28	35.76	35.28
35.7479	35.2844	35.76	35.28	35.76	35.28
35.7457	35.2882	35.76	35.28	35.76	35.28
35.7435	35.292	35.76	35.28	35.76	35.28
35.7412	35.2958	35.76	35.28	35.76	35.28
35.739	35.2997	35.76	35.28	35.76	35.28
35.7368	35.3035	35.76	35.28	35.76	35.28
35.7346	35.3073	35.76	35.28	35.76	35.28
35.7323	35.3111	35.76	35.34	35.76	35.34
35.7301	35.3149	35.76	35.34	35.76	35.34
35.7279	35.3188	35.7	35.34	35.7	35.34
35.7256	35.3226	35.7	35.34	35.7	35.34
35.7234	35.3264	35.7	35.34	35.7	35.34
35.7211	35.3302	35.7	35.34	35.7	35.34
35.7189	35.334	35.7	35.34	35.7	35.34
35.7167	35.3378	35.7	35.34	35.7	35.34
35.7144	35.3417	35.7	35.34	35.7	35.34
35.7122	35.3455	35.7	35.34	35.7	35.34
35.71	35.3493	35.7	35.34	35.7	35.34
35.7077	35.3531	35.7	35.34	35.7	35.34
35.7055	35.3569	35.7	35.34	35.7	35.34
35.7033	35.3607	35.7	35.34	35.7	35.34
35.701	35.3645	35.7	35.34	35.7	35.34
35.6988	35.3684	35.7	35.34	35.7	35.34
35.6966	35.3722	35.7	35.4	35.7	35.4
35.6943	35.376	35.7	35.4	35.7	35.4
35.6921	35.3798	35.7	35.4	35.7	35.4
35.6898	35.3836	35.7	35.4	35.7	35.4
35.6876	35.3874	35.7	35.4	35.7	35.4
35.6854	35.3912	35.7	35.4	35.7	35.4
35.6831	35.395	35.7	35.4	35.7	35.4
35.6809	35.3989	35.7	35.4	35.7	35.4
35.6787	35.4027	35.7	35.4	35.7	35.4
35.6764	35.4065	35.7	35.4	35.7	35.4
35.6742	35.4103	35.7	35.4	35.7	35.4
35.6719	35.4141	35.7	35.4	35.7	35.4
35.6697	35.4179	35.64	35.4	35.64	35.4
35.6675	35.4217	35.64	35.4	35.64	35.4
35.6652	35.4255	35.64	35.4	35.64	35.4
35.663	35.4293	35.64	35.4	35.64	35.4
35.6607	35.4332	35.64	35.46	35.64	35.46
35.6585	35.437	35.64	35.46	35.64	35.46
35.6563	35.4408	35.64	35.46	35.64	35.46
35.654	35.4446	35.64	35.46	35.64	35.46
35.6518	35.4484	35.64	35.46	35.64	35.46
35.6495	35.4522	35.64	35.46	35.64	35.46
35.6473	35.456	35.64	35.46	35.64	35.46
35.6451	35.4598	35.64	35.46	35.64	35.46
35.6428	35.4636	35.64	35.46	35.64	35.46
35.6406	35.4674	35.64	35.46	35.64	35.46
35.6383	35.4712	35.64	35.46	35.64	35.46
35.6361	35.475	35.64	35.46	35.64	35.46
35.6339	35.4788	35.64	35.46	35.64	35.46
35.6316	35.4826	35.64	35.46	35.64	35.46
35.6294	35.4864	35.64	35.46	35.64	35.46
35.6271	35.4902	35.64	35.52	35.64	35.52
35.6249	35.4941	35.64	35.52	35.64	35.52
35.6226	35.4979	35.64	35.52	35.64	35.52
35.6204	35.5017	35.64	35.52	35.64	35.52
35.6182	35.5055	35.64	35.52	35.64	35.52
35.6159	35.5093	35.64	35.52	35.64	35.52
35.6137	35.5131	35.64	35.52	35.64	35.52
35.6114	35.5169	35.64	35.52	35.64	35.52
35.6092	35.5207	35.58	35.52	35.58	35.52
35.6069	35.5245	35.58	35.52	35.58	35.52
35.6047	35.5283	35.58	35.52	35.58	35.52
35.6024	35.5321	35.58	35.52	35.58	35.52
35.6002	35.5359	35.58	35.52	35.58	35.52
35.5979	35.5397	35.58	35.52	35.58	35.52
35.5957	35.5435	35.58	35.52	35.58	35.52
35.5935	35.5473	35.58	35.52	35.58	35.52
35.5912	35.5511	35.58	35.58	35.58	35.58
35.589	35.5549	35.58	35.58	35.58	35.58
35.5867	35.5587	35.58	35.58	35.58	35.58
35.5845	35.5625	35.58	35.58	35.58	35.58
35.5822	35.5663	35.58	35.58	35.58	35.58
35.58	35.5701	35.58	35.58	35.58	35.58
35.5777	35.5739	35.58	35.58	35.58	35.58
35.5755	35.5777	35.58	35.58	35.58	35.58
35.5732	35.5815	35.58	35.58	35.58	35.58
35.571	35.5853	35.58	35.58	35.58	35.58
35.5687	35.5891	35.58	35.58	35.58	35.58
35.5665	35.5929	35.58	35.58	35.58	35.58
35.5642	35.5967	35.58	35.58	35.58	35.58
35.562	35.6005	35.58	35.58	35.58	35.58
35.5597	35.6042	35.58	35.58	35.58	35.58
35.5575	35.608	35.58	35.58	35.58	35.58
35.5552	35.6118	35.58	35.64	35.58	35.64
35.553	35.6156	35.58	35.64	35.58	35.64
35.5507	35.6194	35.58	35.64	35.58	35.64
35.5485	35.6232	35.52	35.64	35.52	35.64
35.5462	35.627	35.52	35.64	35.52	35.64
35.544	35.6308	35.52	35.64	35.52	35.64
35.5417	35.6346	35.52	35.64	35.52	35.64
35.5395	35.6384	35.52	35.64	35.52	35.64
35.5372	35.6422	35.52	35.64	35.52	35.64
35.535	35.646	35.52	35.64	35.52	35.64
35.5327	35.6498	35.52	35.64	35.52	35.64
35.5305	35.6536	35.52	35.64	35.52	35.64
35.5282	35.6574	35.52	35.64	35.52	35.64
35.526	35.6612	35.52	35.64	35.52	35.64
35.5237	35.6649	35.52	35.64	35.52	35.64
35.5215	35.6687	35.52	35.64	35.52	35.64
35.5192	35.6725	35.52	35.7	35.52	35.7
35.517	35.6763	35.52	35.7	35.52	35.7
35.5147	35.6801	35.52	35.7	35.52	35.7
35.5125	35.6839	35.52	35.7	35.52	35.7
35.5102	35.6877	35.52	35.7	35.52	35.7
35.508	35.6915	35.52	35.7	35.52	35.7
35.5057	35.6953	35.52	35.7	35.52	35.7
35.5034	35.699	35.52	35.7	35.52	35.7
35.5012	35.7028	35.52	35.7	35.52	35.7
35.4989	35.7066	35.52	35.7	35.52	35.7
35.4967	35.7104	35.52	35.7	35.52	35.7
35.4944	35.7142	35.52	35.7	35.52	35.7
35.4922	35.718	35.52	35.7	35.52	35.7
35.4899	35.7218	35.46	35.7	35.46	35.7
35.4877	35.7256	35.46	35.7	35.46	35.7
35.4854	35.7293	35.46	35.7	35.46	35.7
35.4831	35.7331	35.46	35.76	35.46	35.76
35.4809	35.7369	35.46	35.76	35.46	35.76
35.4786	35.7407	35.46	35.76	35.46	35.76
35.4764	35.7445	35.46	35.76	35.46	35.76
35.4741	35.7483	35.46	35.76	35.46	35.76
35.4719	35.7521	35.46	35.76	35.46	35.76
35.4696	35.7558	35.46	35.76	35.46	35.76
35.4673	35.7596	35.46	35.76	35.46	35.76
35.4651	35.7634	35.46	35.76	35.46	35.76
35.4628	35.7672	35.46	35.76	35.46	35.76
35.4606	35.771	35.46	35.76	35.46	35.76
35.4583	35.7748	35.46	35.76	35.46	35.76
35.4561	35.7785	35.46	35.76	35.46	35.76
35.4538	35.7823	35.46	35.76	35.46	35.76
35.4515	35.7861	35.46	35.76	35.46	35.76
35.4493	35.7899	35.46	35.76	35.46	35.76
35.447	35.7937	35.46	35.82	35.46	35.82
35.4448	35.7974	35.46	35.82	35.46	35.82
35.4425	35.8012	35.46	35.82	35.46	35.82
35.4402	35.805	35.46	35.82	35.46	35.82
35.438	35.8088	35.46	35.82	35.46	35.82
35.4357	35.8126	35.46	35.82	35.46	35.82
35.4335	35.8163	35.46	35.82	35.46	35.82
35.4312	35.8201	35.46	35.82	35.46	35.82
35.4289	35.8239	35.4	35.82	35.4	35.82
35.4267	35.8277	35.4	35.82	35.4	35.82
35.4244	35.8315	35.4	35.82	35.4	35.82
35.4221	35.8352	35.4	35.82	35.4	35.82
35.4199	35.839	35.4	35.82	35.4	35.82
35.4176	35.8428	35.4	35.82	35.4	35.82
35.4154	35.8466	35.4	35.82	35.4	35.82
35.4131	35.8503	35.4	35.88	35.4	35.88
35.4108	35.8541	35.4	35.88	35.4	35.88
35.4086	35.8579	35.4	35.88	35.4	35.88
35.4063	35.8617	35.4	35.88	35.4	35.88
35.404	35.8654	35.4	35.88	35.4	35.88
35.4018	35.8692	35.4	35.88	35.4	35.88
35.3995	35.873	35.4	35.88	35.4	35.88
35.3973	35.8768	35.4	35.88	35.4	35.88
35.395	35.8805	35.4	35.88	35.4	35.88
35.3927	35.8843	35.4	35.88	35.4	35.88
35.3905	35.8881	35.4	35.88	35.4	35.88
35.3882	35.8919	35.4	35.88	35.4	35.88
35.3859	35.8956	35.4	35.88	35.4	35.88
35.3837	35.8994	35.4	35.88	35.4	35.88
35.3814	35.9032	35.4	35.88	35.4	35.88
35.3791	35.907	35.4	35.88	35.4	35.88
35.3769	35.9107	35.4	35.94	35.4	35.94
35.3746	35.9145	35.4	35.94	35.4	35.94
35.3723	35.9183	35.4	35.94	35.4	35.94
35.3701	35.922	35.4	35.94	35.4	35.94
35.3678	35.9258	35.34	35.94	35.34	35.94
35.3655	35.9296	35.34	35.94	35.34	35.94
35.3633	35.9334	35.34	35.94	35.34	35.94
35.361	35.9371	35.34	35.94	35.34	35.94
35.3587	35.9409	35.34	35.94	35.34	35.94
35.3565	35.9447	35.34	35.94	35.34	35.94
35.3542	35.9484	35.34	35.94	35.34	35.94
35.3519	35.9522	35.34	35.94	35.34	35.94
35.3497	35.956	35.34	35.94	35.34	35.94
35.3474	35.9597	35.34	35.94	35.34	35.94
35.3451	35.9635	35.34	35.94	35.34	35.94
35.3429	35.9673	35.34	35.94	35.34	35.94
35.3406	35.971	35.34	36	35.34	36
35.3383	35.9748	35.34	36	35.34	36
35.336	35.9786	35.34	36	35.34	36
35.3338	35.9823	35.34	36	35.34	36
35.3315	35.9861	35.34	36	35.34	36
35.3292	35.9899	35.34	36	35.34	36
35.327	35.9936	35.34	36	35.34	36
35.3247	35.9974	35.34	36	35.34	36
35.3224	36.0012	35.34	36	35.34	36
35.3202	36.0049	35.34	36	35.34	36
35.3179	36.0087	35.34	36	35.34	36
35.3156	36.0125	35.34	36	35.34	36
35.3133	36.0162	35.34	36	35.34	36
35.3111	36.02	35.34	36	35.34	36
35.3088	36.0238	35.28	36	35.28	36
35.3065	36.0275	35.28	36	35.28	36
35.3042	36.0313	35.28	36.06	35.28	36.06
35.302	36.035	35.28	36.06	35.28	36.06
35.2997	36.0388	35.28	36.06	35.28	36.06
35.2974	36.0426	35.28	36.06	35.28	36.06
35.2952	36.0463	35.28	36.06	35.28	36.06
35.2929	36.0501	35.28	36.06	35.28	36.06
35.2906	36.0539	35.28	36.06	35.28	36.06
35.2883	36.0576	35.28	36.06	35.28	36.06
35.2861	36.0614	35.28	36.06	35.28	36.06
35.2838	36.0651	35.28	36.06	35.28	36.06
35.2815	36.0689	35.28	36.06	35.28	36.06
35.2792	36.0727	35.28	36.06	35.28	36.06
35.277	36.0764	35.28	36.06	35.28	36.06
35.2747	36.0802	35.28	36.06	35.28	36.06
35.2724	36.0839	35.28	36.06	35.28	36.06
35.2701	36.0877	35.28	36.06	35.28	36.06
35.2679	36.0914	35.28	36.12	35.28	36.12
35.2656	36.0952	35.28	36.12	35.28	36.12
35.2633	36.099	35.28	36.12	35.28	36.12
35.261	36.1027	35.28	36.12	35.28	36.12
35.2588	36.1065	35.28	36.12	35.28	36.12
35.2565	36.1102	35.28	36.12	35.28	36.12
35.2542	36.114	35.28	36.12	35.28	36.12
35.2519	36.1177	35.28	36.12	35.28	36.12
35.2496	36.1215	35.22	36.12	35.22	36.12
35.2474	36.1253	35.22	36.12	35.22	36.12
35.2451	36.129	35.22	36.12	35.22	36.12
35.2428	36.1328	35.22	36.12	35.22	36.12
35.2405	36.1365	35.22	36.12	35.22	36.12
35.2383	36.1403	35.22	36.12	35.22	36.12
35.236	36.144	35.22	36.12	35.22	36.12
35.2337	36.1478	35.22	36.12	35.22	36.12
35.2314	36.1515	35.22	36.18	35.22	36.18
35.2291	36.1553	35.22	36.18	35.22	36.18
35.2269	36.159	35.22	36.18	35.22	36.18
35.2246	36.1628	35.22	36.18	35.22	36.18
35.2223	36.1665	35.22	36.18	35.22	36.18
35.22	36.1703	35.22	36.18	35.22	36.18
35.2177	36.1741	35.22	36.18	35.22	36.18
35.2155	36.1778	35.22	36.18	35.22	36.18
35.2132	36.1816	35.22	36.18	35.22	36.18
35.2109	36.1853	35.22	36.18	35.22	36.18
35.2086	36.1891	35.22	36.18	35.22	36.18
35.2063	36.1928	35.22	36.18	35.22	36.18
35.2041	36.1966	35.22	36.18	35.22	36.18
35.2018	36.2003	35.22	36.18	35.22	36.18
35.1995	36.2041	35.22	36.18	35.22	36.18
35.1972	36.2078	35.22	36.18	35.22	36.18
35.1949	36.2116	35.22	36.24	35.22	36.24
35.1926	36.2153	35.22	36.24	35.22	36.24
35.1904	36.219	35.22	36.24	35.22	36.24
35.1881	36.2228	35.16	36.24	35.16	36.24
35.1858	36.2265	35.16	36.24	35.16	36.24
35.1835	36.2303	35.16	36.24	35.16	36.24
35.1812	36.234	35.16	36.24	35.16	36.24
35.1789	36.2378	35.16	36.24	35.16	36.24
35.1767	36.2415	35.16	36.24	35.16	36.24
35.1744	36.2453	35.16	36.24	35.16	36.24
35.1721	36.249	35.16	36.24	35.16	36.24
35.1698	36.2528	35.16	36.24	35.16	36.24
35.1675	36.2565	35.16	36.24	35.16	36.24
35.1652	36.2603	35.16	36.24	35.16	36.24
35.163	36.264	35.16	36.24	35.16	36.24
35.1607	36.2677	35.16	36.24	35.16	36.24
35.1584	36.2715	35.16	36.3	35.16	36.3
35.1561	36.2752	35.16	36.3	35.16	36.3
35.1538	36.279	35.16	36.3	35.16	36.3
35.1515	36.2827	35.16	36.3	35.16	36.3
35.1492	36.2865	35.16	36.3	35.16	36.3
35.1469	36.2902	35.16	36.3	35.16	36.3
35.1447	36.294	35.16	36.3	35.16	36.3
35.1424	36.2977	35.16	36.3	35.16	36.3
35.1401	36.3014	35.16	36.3	35.16	36.3
35.1378	36.3052	35.16	36.3	35.16	36.3
35.1355	36.3089	35.16	36.3	35.16	36.3
35.1332	36.3127	35.16	36.3	35.16	36.3
35.1309	36.3164	35.16	36.3	35.16	36.3
35.1286	36.3201	35.1	36.3	35.1	36.3
35.1264	36.3239	35.1	36.3	35.1	36.3
35.1241	36.3276	35.1	36.3	35.1	36.3
35.1218	36.3314	35.1	36.36	35.1	36.36
35.1195	36.3351	35.1	36.36	35.1	36.36
35.1172	36.3388	35.1	36.36	35.1	36.36
35.1149	36.3426	35.1	36.36	35.1	36.36
35.1126	36.3463	35.1	36.36	35.1	36.36
35.1103	36.35	35.1	36.36	35.1	36.36
35.108	36.3538	35.1	36.36	35.1	36.36
35.1058	36.3575	35.1	36.36	35.1	36.36
35.1035	36.3613	35.1	36.36	35.1	36.36
35.1012	36.365	35.1	36.36	35.1	36.36
35.0989	36.3687	35.1	36.36	35.1	36.36
35.0966	36.3725	35.1	36.36	35.1	36.36
35.0943	36.3762	35.1	36.36	35.1	36.36
35.092	36.3799	35.1	36.36	35.1	36.36
35.0897	36.3837	35.1	36.36	35.1	36.36
35.0874	36.3874	35.1	36.36	35.1	36.36
35.0851	36.3911	35.1	36.42	35.1	36.42
35.0828	36.3949	35.1	36.42	35.1	36.42
35.0805	36.3986	35.1	36.42	35.1	36.42
35.0783	36.4024	35.1	36.42	35.1	36.42
35.076	36.4061	35.1	36.42	35.1	36.42
35.0737	36.4098	35.1	36.42	35.1	36.42
35.0714	36.4136	35.1	36.42	35.1	36.42
35.0691	36.4173	35.04	36.42	35.04	36.42
35.0668	36.421	35.04	36.42	35.04	36.42
35.0645	36.4247	35.04	36.42	35.04	36.42
35.0622	36.4285	35.04	36.42	35.04	36.42
35.0599	36.4322	35.04	36.42	35.04	36.42
35.0576	36.4359	35.04	36.42	35.04	36.42
35.0553	36.4397	35.04	36.42	35.04	36.42
35.053	36.4434	35.04	36.42	35.04	36.42
35.0507	36.4471	35.04	36.42	35.04	36.42
35.0484	36.4509	35.04	36.48	35.04	36.48
35.0461	36.4546	35.04	36.48	35.04	36.48
35.0438	36.4583	35.04	36.48	35.04	36.48
35.0415	36.4621	35.04	36.48	35.04	36.48
35.0392	36.4658	35.04	36.48	35.04	36.48
35.037	36.4695	35.04	36.48	35.04	36.48
35.0347	36.4732	35.04	36.48	35.04	36.48
35.0324	36.477	35.04	36.48	35.04	36.48
35.0301	36.4807	35.04	36.48	35.04	36.48
35.0278	36.4844	35.04	36.48	35.04	36.48
35.0255	36.4881	35.04	36.48	35.04	36.48
35.0232	36.4919	35.04	36.48	35.04	36.48
35.0209	36.4956	35.04	36.48	35.04	36.48
35.0186	36.4993	35.04	36.48	35.04	36.48
35.0163	36.5031	35.04	36.48	35.04	36.48
35.014	36.5068	35.04	36.48	35.04	36.48
35.0117	36.5105	35.04	36.54	35.04	36.54
35.0094	36.5142	34.98	36.54	34.98	36.54
35.0071	36.518	34.98	36.54	34.98	36.54
35.0048	36.5217	34.98	36.54	34.98	36.54
35.0025	36.5254	34.98	36.54	34.98	36.54
35.0002	36.5291	34.98	36.54	34.98	36.54
34.9979	36.5329	34.98	36.54	34.98	36.54
34.9956	36.5366	34.98	36.54	34.98	36.54
34.9933	36.5403	34.98	36.54	34.98	36.54
34.991	36.544	34.98	36.54	34.98	36.54
34.9887	36.5477	34.98	36.54	34.98	36.54
34.9864	36.5515	34.98	36.54	34.98	36.54
34.9841	36.5552	34.98	36.54	34.98	36.54
34.9818	36.5589	34.98	36.54	34.98	36.54
34.9795	36.5626	34.98	36.54	34.98	36.54
34.9772	36.5664	34.98	36.54	34.98	36.54
34.9749	36.5701	34.98	36.6	34.98	36.6
34.9726	36.5738	34.98	36.6	34.98	36.6
34.9703	36.5775	34.98	36.6	34.98	36.6
34.968	36.5812	34.98	36.6	34.98	36.6
34.9657	36.585	34.98	36.6	34.98	36.6
34.9634	36.5887	34.98	36.6	34.98	36.6
34.9611	36.5924	34.98	36.6	34.98	36.6
34.9588	36.5961	34.98	36.6	34.98	36.6
34.9565	36.5998	34.98	36.6	34.98	36.6
34.9541	36.6035	34.98	36.6	34.98	36.6
34.9518	36.6073	34.98	36.6	34.98	36.6
