fecha,hora,p_marginal,comEnergia,cPerdidas,cCongestion
2023-01-28,11.5,2029.3563611111113,2046.1716666666669,-16.815638888888888,0.0
2023-01-29,11.5,1934.6934444444446,1959.2295833333335,-24.537375,0.0
2023-01-30,11.5,2017.1266805555556,2017.9154166666667,-0.7893333333333332,0.0
2023-01-31,11.5,2627.582263888889,2630.2320833333333,-2.6504305555555554,0.0
2023-02-01,11.5,2051.3274305555556,2055.894166666667,-4.567194444444445,0.0
2023-02-02,11.5,1840.1188611111113,1852.32875,-11.89786111111111,-0.3123472222222222
2023-02-03,11.5,1564.682638888889,1581.6241666666665,-16.942916666666665,0.0
2023-02-04,11.5,1750.5669444444443,1770.2683333333332,-19.701430555555557,0.0
2023-02-05,11.5,1587.8273749999998,1607.4816666666668,-19.654041666666668,0.0
2023-02-06,11.5,1687.3423333333333,1709.505,-22.16283333333333,0.0
2023-02-07,11.5,1639.0466805555557,1008.0716666666666,-8.387791666666667,639.3626666666667
2023-02-08,11.5,2130.6026944444443,1503.6891666666666,-15.260236111111112,642.1738333333334
2023-02-09,11.5,2501.108875,2000.6766666666665,-10.97261111111111,511.4051666666666
2023-02-10,11.5,2567.184125,1970.6120833333332,-20.34797222222222,616.9198333333334
2023-02-11,11.5,2246.1784444444443,2272.750833333333,-26.571791666666666,0.0
2023-02-12,11.5,1894.4089305555556,1914.6958333333334,-20.286847222222224,0.0
2023-02-13,11.5,2384.0223472222224,2410.8083333333334,-26.78591666666667,0.0
2023-02-14,11.5,2492.652958333333,2516.47,-23.81736111111111,0.0
2023-02-15,11.5,2394.469847222222,2416.6,-22.130541666666666,0.0
2023-02-16,11.5,2262.099208333333,2291.0958333333333,-28.996916666666664,0.0
2023-02-17,11.5,3073.595083333333,3113.87,-40.274375,0.0
2023-02-18,11.5,2968.616194444445,3009.4791666666665,-40.862208333333335,0.0
2023-02-19,11.5,2714.612472222222,2762.3320833333337,-47.720527777777775,0.0
2023-02-20,11.5,3010.602986111111,3070.7683333333334,-47.67026388888888,-12.495166666666668
2023-02-21,11.5,2778.774986111111,2818.89125,-40.11698611111111,0.0
2023-02-22,11.5,2637.3327083333334,2676.369166666667,-39.03559722222222,0.0
2023-02-23,11.5,2358.4835000000003,2376.98,-18.497638888888886,0.0
2023-02-24,11.5,2696.7094166666666,2717.12125,-20.411486111111113,0.0
2023-02-25,11.5,2660.159208333333,2685.9391666666666,-25.78025,0.0
2023-02-26,11.5,2153.7859444444443,2178.008333333333,-24.223388888888888,0.0
2023-02-27,11.5,3420.747722222222,3400.142083333333,20.606333333333332,0.0
2023-02-28,11.5,3781.895958333333,3761.7804166666665,20.114944444444443,0.0
2023-03-01,11.5,2971.7554444444445,2965.3162500000003,6.439555555555557,0.0
2023-03-02,11.5,2648.7598472222226,2645.1541666666667,3.605111111111111,0.0
2023-03-03,11.5,2523.473763888889,2539.1541666666667,-15.680263888888888,0.0
2023-03-04,11.5,2540.5639444444446,2573.0783333333334,-32.51430555555555,0.0
2023-03-05,11.5,2624.9020138888886,2661.340416666667,-36.43781944444444,0.0
2023-03-06,11.5,2878.0400416666666,2909.7166666666667,-31.67688888888889,0.0
2023-03-07,11.5,2965.2643055555554,2991.204583333333,-25.941319444444446,0.0
2023-03-08,11.5,3112.7724166666667,3138.718333333333,-25.94686111111111,0.0
2023-03-09,11.5,3210.536791666667,3242.8279166666666,-32.29083333333334,0.0
2023-03-10,11.5,3405.8567361111113,3436.30375,-30.447972222222223,0.0
2023-03-11,11.5,3099.375569444445,3133.35625,-33.97944444444445,0.0
2023-03-12,11.5,2519.879652777778,2545.32375,-25.44390277777778,0.0
2023-03-13,11.5,2963.1349305555555,2988.5666666666666,-25.43161111111111,0.0
2023-03-14,11.5,3859.523958333333,3889.8774999999996,-30.35272222222222,0.0
2023-03-15,11.5,4389.391194444444,4425.075416666667,-35.68418055555556,0.0
2023-03-16,11.5,3604.256041666667,3632.5325,-28.276874999999997,0.0
2023-03-17,11.5,4204.7638472222225,4240.566666666667,-35.80258333333333,0.0
2023-03-18,11.5,3719.5013611111112,3757.710833333333,-38.209319444444446,0.0
2023-03-19,11.5,2653.8885972222224,2688.7579166666665,-34.869875,0.0
2023-03-20,11.5,2436.4059722222223,2468.7087500000002,-32.30229166666667,0.0
2023-03-21,11.5,2565.294861111111,2590.09125,-24.796708333333335,0.0
2023-03-22,11.5,2819.3455694444447,2844.24625,-24.900569444444443,0.0
2023-03-23,11.5,2995.7102916666668,2999.720416666667,-4.009194444444445,0.0
2023-03-24,11.5,3279.9884583333333,3274.934583333333,5.05425,0.0
2023-03-25,11.5,4384.783833333333,4384.8741666666665,-0.09106944444444427,0.0
2023-03-26,11.5,3800.319555555556,3801.871666666667,-1.5517777777777781,0.0
2023-03-27,11.5,4468.275152777777,4462.479166666667,5.796305555555556,0.0
2023-03-28,11.5,4792.463569444444,4782.232916666666,10.231208333333333,0.0
2023-03-29,11.5,4137.453916666666,4150.5408333333335,-13.087625000000001,0.0
2023-03-30,11.5,3312.268583333333,3338.9154166666667,-26.646555555555555,0.0
2023-03-31,11.5,2828.4625806451613,2846.8650000000002,-18.40236559139785,0.0
2023-04-01,11.5,3383.4790860215053,3403.5775000000003,-20.098938172043013,0.0
2023-04-02,11.5,2820.3768951612906,2851.7920833333333,-31.415215053763443,0.0
2023-04-03,11.5,3251.960483870968,3276.1083333333336,-24.147486559139786,0.0
2023-04-04,11.5,2621.928951612903,2646.807083333333,-24.877204301075267,0.0
2023-04-05,11.5,3026.9305779569895,3054.3112499999997,-27.380282258064515,0.0
2023-04-06,11.5,3129.246061827957,3162.6225000000004,-33.376317204301074,0.0
2023-04-07,11.5,2614.8474059139785,2654.7287499999998,-39.88006720430108,0.0
2023-04-08,11.5,2690.455752688172,2722.9804166666668,-32.523951612903225,0.0
2023-04-09,11.5,2723.865443548387,2767.9120833333336,-44.04584677419355,0.0
2023-04-10,11.5,4854.306411290323,4880.5633333333335,-26.256922043010753,0.0
2023-04-11,11.5,4424.501169354839,4441.3237500000005,-16.823333333333334,0.0
2023-04-12,11.5,4562.0857123655915,4598.989166666666,-36.90362903225807,0.0
2023-04-13,11.5,4005.3890994623657,3900.8791666666666,-9.525806451612903,114.03564516129033
2023-04-14,11.5,4800.133091397849,4545.3775,-11.285725806451612,266.041935483871
2023-04-15,11.5,5049.551491935484,5057.0824999999995,-7.5317741935483875,0.0
2023-04-16,11.5,3999.390282258065,4014.3995833333333,-15.008897849462366,0.0
2023-04-17,11.5,4829.162016129032,4850.015416666667,-20.851948924731182,0.0
2023-04-18,11.5,4334.314422043011,4348.67875,-14.363951612903227,0.0
2023-04-19,11.5,4991.28001344086,4995.5216666666665,-4.242177419354839,0.0
2023-04-20,11.5,5051.312392473118,5059.8675,-8.555564516129033,0.0
2023-04-21,11.5,5263.868440860215,5269.846666666666,-5.977755376344086,0.0
2023-04-22,11.5,5001.618575268817,4997.8012499999995,3.817876344086022,0.0
2023-04-23,11.5,4081.042002688172,4092.21875,-11.175819892473118,0.0
2023-04-24,11.5,4241.943252688172,4255.244583333333,-13.302217741935484,0.0
2023-04-25,11.5,4149.423306451613,4159.244583333334,-9.821693548387097,0.0
2023-04-26,11.5,4676.063884408602,4716.057083333333,-39.993790322580644,0.0
2023-04-27,11.5,4787.96497311828,4755.5125,32.45157258064516,0.0
2023-04-28,11.5,4738.2830779569895,4706.93875,31.343884408602147,0.0
2023-04-29,11.5,4763.602809139786,4737.754166666667,25.848655913978497,0.0
2023-04-30,11.5,4630.004650537634,4622.48125,7.524301075268817,0.0
2023-05-01,11.5,4462.912392473118,4461.45125,1.4610618279569891,0.0
2023-05-02,11.5,4585.981639784946,4575.22875,10.75255376344086,0.0
2023-05-03,11.5,4637.093481182796,4615.16875,21.924959677419356,0.0
2023-05-04,11.5,4775.685416666667,4760.4275,15.257298387096773,0.0
2023-05-05,11.5,4548.404180107527,4527.93,20.473413978494623,0.0
2023-05-06,11.5,4663.400053763441,4647.6483333333335,15.752029569892473,0.0
2023-05-07,11.5,4643.989180107527,4635.924166666667,8.064301075268817,0.0
2023-05-08,11.5,4565.172311827957,4547.545,17.627432795698923,0.0
2023-05-09,11.5,4683.451102150538,4659.1866666666665,24.265577956989247,0.0
2023-05-10,11.5,5088.0057123655915,5052.33875,35.66711021505376,0.0
2023-05-11,11.5,4615.228413978494,4592.503333333333,22.725470430107528,0.0
2023-05-12,11.5,4799.2862903225805,4779.819583333333,19.46659946236559,0.0
2023-05-13,11.5,4468.26752688172,4455.9454166666665,12.321720430107527,0.0
2023-05-14,11.5,4441.9385483870965,4440.1795833333335,1.7588440860215049,0.0
2023-05-15,11.5,4717.240483870968,4707.087083333334,10.154502688172043,0.0
2023-05-16,11.5,4285.731975806451,4278.044166666667,7.687244623655913,0.0
2023-05-17,11.5,4223.375188172044,4216.357083333333,7.018051075268817,0.0
2023-05-18,11.5,4300.312594086021,4287.660833333333,12.651706989247312,0.0
2023-05-19,11.5,4596.7222446236565,4594.842083333334,1.8804166666666668,0.0
2023-05-20,11.5,4595.497741935484,4586.375416666667,9.12252688172043,0.0
2023-05-21,11.5,4515.806827956989,4512.6987500000005,3.107997311827957,0.0
2023-05-22,11.5,5263.847029569893,5249.027083333333,14.821586021505377,0.0
2023-05-23,11.5,4865.0277553763435,4842.495,22.532137096774193,0.0
2023-05-24,11.5,5449.214112903225,5425.3670833333335,23.845954301075267,0.0
2023-05-25,11.5,5151.980860215053,5125.572916666667,26.40853494623656,0.0
2023-05-26,11.5,5539.022284946237,5504.845,34.17720430107527,0.0
2023-05-27,11.5,4824.4286827956985,4812.62125,11.806801075268817,0.0
2023-05-28,11.5,4760.2524865591395,4761.295833333334,-1.0448387096774194,0.0
2023-05-29,11.5,4661.357809139785,4648.366666666667,12.990672043010752,0.0
2023-05-30,11.5,4626.124677419354,4614.452083333334,11.672083333333335,0.0
2023-05-31,11.5,4464.442231182796,4446.8758333333335,17.566182795698925,0.0
2023-06-01,11.5,4262.449838709677,4254.53375,7.917459677419355,0.0
2023-06-02,11.5,4677.584059139785,4643.651666666667,33.93389784946236,0.0
2023-06-03,11.5,4164.185873655914,4146.330833333333,17.85475806451613,0.0
2023-06-04,11.5,4202.760860215054,4206.224583333333,-3.4638978494623656,0.0
2023-06-05,11.5,3308.0768413978494,3305.5070833333334,2.570672043010753,0.0
2023-06-06,11.5,3609.561491935484,3600.51125,9.051034946236559,0.0
2023-06-07,11.5,3470.0805913978493,3466.440833333333,3.6381317204301076,0.0
2023-06-08,11.5,4330.547365591398,4309.016666666666,21.529986559139783,0.0
2023-06-09,11.5,4736.510806451613,4712.828333333333,23.68173387096774,0.0
2023-06-10,11.5,4844.209314516129,4819.11625,25.092889784946237,0.0
2023-06-11,11.5,5156.285833333333,5207.0112500000005,0.5077956989247311,-51.23248655913979
2023-06-12,11.5,4441.889704301075,4423.098333333333,18.78989247311828,0.0
2023-06-13,11.5,4794.029838709677,4771.491666666667,22.538736559139785,0.0
2023-06-14,11.5,4915.230040322581,4969.30875,23.74443548387097,-77.82266129032257
2023-06-15,11.5,5012.59938172043,4995.9725,16.628104838709678,0.0
2023-06-16,11.5,3989.296397849462,4020.017083333333,-30.719784946236558,0.0
2023-06-17,11.5,4439.9306854838715,4469.75125,-29.819529569892474,0.0
2023-06-18,11.5,4526.01936827957,4571.2825,-45.263387096774196,0.0
2023-06-19,11.5,4874.347741935484,4904.005833333333,-29.65779569892473,0.0
2023-06-20,11.5,4884.205793010752,4920.741666666667,-36.535188172043014,0.0
2023-06-21,11.5,4729.89870967742,4767.923333333333,-38.02461021505376,0.0
2023-06-22,11.5,5080.458037634408,5115.9141666666665,-35.45775537634409,0.0
2023-06-23,11.5,4796.052836021506,4826.067083333333,-30.01415322580645,0.0
2023-06-24,11.5,4982.162392473118,5011.881249999999,-29.717943548387098,0.0
2023-06-25,11.5,4952.359180107527,4988.865,-36.505483870967744,0.0
2023-06-26,11.5,4460.864126344086,4501.198333333334,-40.33537634408602,0.0
2023-06-27,11.5,4427.464301075269,4452.7387499999995,-25.27383064516129,0.0
2023-06-28,11.5,3496.3468817204302,3491.940833333333,-36.556639784946235,40.96193548387097
2023-06-29,11.5,3635.295900537634,3630.759583333333,-39.8892876344086,44.42596774193548
2023-06-30,11.5,3907.480376344086,3907.535,-26.681182795698923,26.625806451612902
2023-07-01,11.5,3696.451061827957,3624.0333333333333,-47.10432795698925,119.52225806451612
2023-07-02,11.5,3531.7885752688176,3574.152916666667,-42.36329301075269,0.0
2023-07-03,11.5,3526.4380376344084,3536.5225000000005,-26.44280913978495,16.358225806451614
2023-07-04,11.5,4062.7674327956993,4016.2004166666666,-24.21459677419355,70.78193548387097
2023-07-05,11.5,3860.9369086021507,3814.855,-23.18891129032258,69.27032258064516
2023-07-06,11.5,3620.75813172043,3550.3820833333334,-47.928198924731184,118.30419354838709
2023-07-07,11.5,3967.891075268817,3933.1412499999997,-60.98022849462366,95.7290322580645
2023-07-08,11.5,4097.8783870967745,4009.590416666667,-39.769919354838706,128.05806451612904
2023-07-09,11.5,4130.392997311828,4024.7883333333334,-29.19627688172043,134.8009677419355
2023-07-10,11.5,4334.957782258064,4380.6762499999995,-45.718709677419355,0.0
2023-07-11,11.5,4438.091572580645,4401.055,-36.767674731182794,73.80306451612904
2023-07-12,11.5,5382.379919354839,5413.0633333333335,-49.09134408602151,18.408064516129034
2023-07-13,11.5,5757.114072580645,5780.139166666667,-33.6807123655914,10.654677419354838
2023-07-14,11.5,6169.3332795698925,6178.1483333333335,-33.33486559139785,24.519516129032258
2023-07-15,11.5,5873.584583333333,5907.223749999999,-41.96141129032258,8.321774193548388
2023-07-16,11.5,5672.776061827956,5705.11875,-32.343709677419355,0.0
2023-07-17,11.5,7236.64872311828,7301.785833333333,-83.0848252688172,17.948225806451614
2023-07-18,11.5,5950.4704704301075,6002.080416666667,-51.61045698924731,0.0
2023-07-19,11.5,5698.90555107527,5482.7195833333335,-50.204516129032264,266.3908064516129
2023-07-20,11.5,4281.867795698925,4214.577916666667,-41.59706989247312,108.8875806451613
2023-07-21,11.5,4508.831142473118,4440.715416666667,-38.49889784946237,106.61467741935485
2023-07-22,11.5,4968.949811827957,4853.854166666667,-38.821559139784945,153.91822580645163
2023-07-23,11.5,5178.234946236559,5119.7725,-45.03383064516129,103.49612903225805
2023-07-24,11.5,6773.577876344087,6824.6466666666665,-51.06926075268817,0.0
2023-07-25,11.5,6391.065739247312,6415.725833333334,-62.62431451612903,37.9633870967742
2023-07-26,11.5,6547.04623655914,6562.2725,-65.03836021505377,49.81225806451613
2023-07-27,11.5,6321.842217741936,6320.076666666667,-62.16278225806452,63.92854838709678
2023-07-28,11.5,5950.980685483871,5975.620000000001,-58.469086021505376,33.829193548387096
2023-07-29,11.5,6781.451653225807,6632.001666666667,-72.83333333333333,222.28274193548384
2023-07-30,11.5,5191.479731182795,5054.131666666666,-38.81913978494624,176.16677419354838
2023-07-31,11.5,7421.750336021505,7505.044999999999,-83.29477150537635,0.0
2023-08-01,11.5,8696.311370967742,8824.87,-128.55885752688172,0.0
2023-08-02,11.5,5567.689516129032,5458.752083333333,-32.09063172043011,141.02806451612904
2023-08-03,11.5,6979.113924731182,6969.3324999999995,-7.846182795698924,17.628709677419355
2023-08-04,11.5,6008.865322580645,5817.725833333334,12.543575268817204,178.5951612903226
2023-08-05,11.5,6169.671774193548,6114.34375,-14.23356182795699,69.56112903225807
2023-08-06,11.5,5831.997822580645,5848.79375,-19.40635752688172,2.610483870967742
2023-08-07,11.5,7693.796666666666,7751.799166666667,-58.00305107526882,0.0
2023-08-08,11.5,7861.678857526882,7917.9816666666675,-56.302446236559135,0.0
2023-08-09,11.5,8206.558360215055,8262.050000000001,-55.49244623655914,0.0
2023-08-10,11.5,8098.148884408602,8139.982499999999,-41.83362903225806,0.0
2023-08-11,11.5,8457.125295698925,8508.14875,-51.02440860215053,0.0
2023-08-12,11.5,5655.293319892474,5597.85125,-43.47677419354839,100.9191935483871
2023-08-13,11.5,5494.335819892473,5349.723333333333,-46.11452956989247,190.72790322580644
2023-08-14,11.5,6066.495430107527,6066.180416666667,-36.52727150537635,36.84225806451613
2023-08-15,11.5,6364.502163978495,6304.544583333333,-34.786922043010755,94.74451612903225
2023-08-16,11.5,5299.037782258064,5143.46625,-34.87102150537635,190.44322580645164
2023-08-17,11.5,5739.570053763441,5790.767916666667,-51.19879032258065,0.0
2023-08-18,11.5,4212.182432795699,3980.2100000000005,-34.24430107526882,266.21725806451616
2023-08-19,11.5,2628.3508333333334,2664.8308333333334,-36.479865591397854,0.0
2023-08-20,11.5,2755.488306451613,2799.1554166666665,-43.66727150537635,0.0
2023-08-21,11.5,2773.6252150537634,2643.0104166666665,-58.97709677419355,189.59209677419352
2023-08-22,11.5,4467.97372311828,4288.765,-66.43448924731183,245.64354838709676
2023-08-23,11.5,4488.212459677419,4215.855833333334,-54.882647849462366,327.24
2023-08-24,11.5,4694.409784946236,4429.008333333333,-32.47512096774194,297.8754301075269
2023-08-25,11.5,4465.866129032258,4243.864583333333,-28.948333333333334,250.9490322580645
2023-08-26,11.5,4820.114610215054,4602.774166666667,-12.313803763440859,229.65354838709675
2023-08-27,11.5,4925.635,4791.369583333333,-54.83254032258064,189.0990322580645
2023-08-28,11.5,5653.647110215054,5504.015,-26.618669354838712,176.25048387096777
2023-08-29,11.5,5405.090080645161,4814.427083333333,-25.68295698924731,616.3462903225807
2023-08-30,11.5,5010.380430107527,4722.125416666667,-17.27934139784946,305.53354838709674
2023-08-31,11.5,4409.013064516129,4087.197083333333,-23.412352150537636,345.22838709677416
2023-09-01,11.5,2905.033844086022,2938.6808333333333,-33.64760752688172,0.0
2023-09-02,11.5,3470.001612903226,3486.65625,-16.655255376344087,0.0
2023-09-03,11.5,4673.122352150537,4724.324583333333,-70.14604838709677,18.943790322580647
2023-09-04,11.5,4583.578991935484,4559.965416666667,-65.9541129032258,89.56822580645161
2023-09-05,11.5,6399.043884408603,6064.80875,-69.67940860215053,403.915
2023-09-06,11.5,4866.060497311828,4716.087916666667,-85.97579301075268,235.94870967741934
2023-09-07,11.5,4439.625067204301,4263.014166666667,-83.64787634408601,260.25854838709677
2023-09-08,11.5,5171.2150403225805,5067.5824999999995,-84.85209677419354,188.48370967741937
2023-09-09,11.5,4712.4954032258065,4384.1987500000005,-75.895,404.19193548387096
2023-09-10,11.5,5508.34872311828,5328.861666666667,-79.15434139784946,258.64129032258063
2023-09-11,11.5,4882.412620967742,4598.493750000001,-58.143642473118284,342.06193548387097
2023-09-12,11.5,5235.84376344086,5021.505416666666,-55.08130376344086,269.4196774193548
2023-09-13,11.5,5248.532069892473,4876.883333333333,-42.14389784946237,413.793064516129
2023-09-14,11.5,5715.721491935484,5402.289583333333,-34.86840053763441,348.301935483871
2023-09-15,11.5,5311.296586021505,5109.47125,-44.09391129032259,245.91758064516128
2023-09-16,11.5,5823.968575268817,5625.8025,-59.966008064516124,258.13129032258064
2023-09-17,11.5,5463.597284946236,5049.337500000001,-73.78186827956989,488.04209677419357
2023-09-18,11.5,5379.6323655913975,5208.609583333333,-54.025577956989245,225.0483870967742
2023-09-19,11.5,5164.623413978495,4811.432500000001,-40.09057795698924,393.2804838709677
2023-09-20,11.5,4718.436948924731,4353.219166666667,-49.21021505376344,414.4275806451613
2023-09-21,11.5,5623.7539381720435,5209.352083333333,-51.07483870967742,465.47741935483873
2023-09-22,11.5,5475.575443548387,5094.427083333333,-45.60540322580645,426.75354838709677
2023-09-23,11.5,4936.944892473119,4586.83,-49.357110215053766,399.4717741935484
2023-09-24,11.5,5156.376129032258,4739.627916666666,-65.95969086021506,482.70596774193547
2023-09-25,11.5,5000.894220430107,4743.911666666666,-61.511303763440864,318.4932258064516
2023-09-26,11.5,5283.369919354839,5008.825,-44.57677419354839,319.1208064516129
2023-09-27,11.5,5644.6182930107525,5396.370833333333,-39.70440860215054,287.9520967741936
2023-09-28,11.5,4748.855322580645,4355.767083333333,-35.96909946236559,429.056935483871
2023-09-29,11.5,4733.848655913978,4323.283333333333,-37.45655913978494,448.02274193548385
2023-09-30,11.5,4685.515766129032,4257.535833333333,-55.587580645161296,483.5682258064516
2023-10-01,11.5,5046.986384408602,4885.772083333333,-82.61928763440861,243.8343548387097
2023-10-02,11.5,5809.130551075269,5776.944166666666,-77.50516129032259,109.69145161290322
2023-10-03,11.5,5334.905618279569,5152.558333333333,-63.02354838709677,245.36967741935484
2023-10-04,11.5,5191.071397849462,5074.258333333333,-60.97275537634409,177.78580645161293
2023-10-05,11.5,5147.3198790322585,4929.6866666666665,3.9541263440860224,213.6798387096774
2023-10-06,11.5,7581.018293010753,7488.782916666667,8.50559139784946,83.73016129032258
2023-10-07,11.5,7869.168951612904,7813.217500000001,55.95216397849462,0.0
2023-10-08,11.5,5165.510161290323,5160.528333333334,4.980618279569892,0.0
2023-10-09,11.5,5107.183924731183,5118.0575,-10.872997311827957,0.0
2023-10-10,11.5,5556.940967741935,5493.92125,3.351612903225808,59.66822580645161
2023-10-11,11.5,5067.845833333333,5007.302083333333,1.707755376344086,58.835322580645155
2023-10-12,11.5,4939.522876344086,4931.090833333334,8.4322311827957,0.0
2023-10-13,11.5,5964.974838709678,5983.165,-18.190510752688173,0.0
2023-10-14,11.5,5658.056263440861,5762.301666666667,-104.24619623655914,0.0
2023-10-15,11.5,4591.186505376344,4373.849166666666,-81.58157258064516,298.9187096774193
2023-10-16,11.5,4344.919637096774,4405.34375,-60.42487903225806,0.0
2023-10-17,11.5,5602.63809139785,5579.8175,-28.626532258064515,51.446774193548386
2023-10-18,11.5,6344.863521505376,6159.348749999999,-34.12944892473118,219.64403225806453
2023-10-19,11.5,6675.272903225807,6709.910416666667,-37.00688172043011,2.3701612903225806
2023-10-20,11.5,4865.136424731183,4764.985,-37.64055107526882,137.7909677419355
2023-10-21,11.5,3175.405819892473,3214.1341666666663,-38.72958333333334,0.0
2023-10-22,11.5,365.3718817204301,362.96458333333334,2.407190860215054,0.0
2023-10-23,11.5,2704.1998924731183,2699.0916666666667,5.107405913978495,0.0
2023-10-24,11.5,6759.281451612904,6817.299166666667,-58.01665322580645,0.0
2023-10-25,11.5,3392.301935483871,3424.7095833333337,-32.40774193548387,0.0
2023-10-26,11.5,2742.0330107526884,2745.2720833333333,-3.2388709677419354,0.0
2023-10-27,11.5,2645.4567204301075,2654.2574999999997,-8.801774193548388,0.0
2023-10-28,11.5,2388.20311827957,2398.7295833333333,-10.526962365591398,0.0
2023-10-29,11.5,2277.402392473118,2283.5741666666668,-6.172029569892473,0.0
2023-10-30,11.5,2422.4655913978495,2436.4729166666666,-14.008158602150537,0.0
2023-10-31,11.5,4008.8581720430107,3985.5983333333334,23.261720430107527,0.0
2023-11-01,11.5,4731.487137096775,4754.51875,-23.031827956989247,0.0
2023-11-02,11.5,4740.305268817205,4916.474166666666,-5.947849462365591,-170.22059139784946
2023-11-03,11.5,7430.922204301075,7438.240833333333,-7.3193951612903225,0.0
2023-11-04,11.5,7526.603131720431,7522.767916666667,3.834811827956989,0.0
2023-11-05,11.5,5962.7754301075265,6017.35375,-54.5769623655914,0.0
2023-11-06,11.5,4241.957258064516,4254.634166666667,-12.677325268817205,0.0
2023-11-07,11.5,5159.828655913979,5182.0320833333335,-22.203158602150534,0.0
2023-11-08,11.5,5640.657809139785,5636.840833333334,3.818198924731183,0.0
2023-11-09,11.5,3866.700739247312,3877.3233333333333,-10.623696236559141,0.0
2023-11-10,11.5,2338.251438172043,2359.8875000000003,-21.635362903225808,0.0
2023-11-11,11.5,2452.2726612903225,2476.5125000000003,-24.240000000000002,0.0
2023-11-12,11.5,3727.1173252688172,3875.7645833333336,-67.05193548387096,-81.59512096774193
2023-11-13,11.5,3530.3095967741933,3646.587916666667,-55.66208333333333,-60.616209677419356
2023-11-14,11.5,4300.252110215053,4364.94125,-64.6896505376344,0.0
2023-11-15,11.5,3727.750255376344,3779.347083333333,-51.59797043010752,0.0
2023-11-16,11.5,5881.602405913979,5951.6345833333335,-70.03190860215054,0.0
2023-11-17,11.5,5293.288938172043,5359.782916666666,-66.49422043010752,0.0
2023-11-18,11.5,4839.785779569893,4910.887083333334,-71.10099462365591,0.0
2023-11-19,11.5,4802.069973118279,4865.449166666667,-63.37979838709678,0.0
2023-11-20,11.5,5308.440134408602,5388.995833333333,-80.55623655913978,0.0
2023-11-21,11.5,4636.311572580646,4927.368750000001,-77.45611559139785,-213.60129032258064
2023-11-22,11.5,4552.775954301075,4604.674166666667,-51.89883064516128,0.0
2023-11-23,11.5,4381.334247311828,4431.107083333333,-49.773655913978494,0.0
2023-11-24,11.5,3264.759086021505,3298.5508333333332,-33.7915188172043,0.0
2023-11-25,11.5,3691.0808870967744,3742.306666666667,-51.22608870967742,0.0
2023-11-26,11.5,3129.5630913978493,3160.4712499999996,-30.90768817204301,0.0
2023-11-27,11.5,4114.677930107527,4159.387083333334,-44.70905913978495,0.0
2023-11-28,11.5,3594.846370967742,3600.4366666666665,-5.590470430107526,0.0
2023-11-29,11.5,3204.979206989247,3206.3695833333336,-1.390040322580645,0.0
2023-11-30,11.5,3239.428413978495,3241.984583333333,-2.556424731182796,0.0
2023-12-01,11.5,5414.040120967742,5406.449583333334,7.590833333333333,0.0
2023-12-02,11.5,4817.748346774193,4825.192499999999,-7.444462365591399,0.0
2023-12-03,11.5,3234.3295967741938,3241.7508333333335,-7.4218951612903235,0.0
2023-12-04,11.5,3295.8219623655914,3302.1608333333334,-6.337594086021506,0.0
