Fecha,H
2022-01-31,24.874025806451613
2022-02-28,25.95702857142857
2022-03-31,28.622787096774196
2022-04-30,30.59868
2022-05-31,32.79797419354839
2022-06-30,31.561680000000003
2022-07-31,27.503187096774194
2022-08-31,26.650683870967743
2022-09-30,23.66676
2022-10-31,25.834064516129033
2022-11-30,24.94968
2022-12-31,23.001445161290324
